Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.27 is over the calibration range,FALSE,097SMPL.d,12/18/21 07:28 PM,,Sample,,3988_2_50-10,,2900.33,4.8,,,461.34,9.7,86.67,24,3033595.33,0.1,614.02,10.2,390.01,2.9,126.67,35.6,99.33,18.7,67.33,10.4,1117245.71,2.8,1276355.37,0.1,130,22.7,448.68,13.5,120,4.4,431.34,7.5,144.67,10.2,832.7,1.9,526720.14,0.6,509.35,9.2,159376.97,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1501.22 is over the calibration range,FALSE,098SMPL.d,12/18/21 07:33 PM,,Sample,,3988_2_50-30,,2816.31,1.6,,,352.01,12.5,83.33,18.3,10984509.67,0.8,653.35,4.4,361.34,10.6,106.67,39,76,18.2,63.33,7.9,5309604.5,0.4,5876091.79,0.8,289.34,6.3,405.34,12.3,101.33,10.1,423.34,10.3,141.33,12,2226.88,1.8,3231503.33,1.7,598.02,11,160150.14,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.33 is over the calibration range,FALSE,099SMPL.d,12/18/21 07:38 PM,,Sample,,3988_3_10-30,,2488.25,2.8,,,365.34,10.9,86.67,33.3,4131344.17,0.8,427.34,15.7,379.34,13.2,130.01,33.5,70.67,40.2,61.33,11.5,1374167.83,0.3,1531518.78,1.2,149.33,16.5,448.01,10.7,101.33,17,394.01,16.6,146.67,22.7,898.7,7.3,1084856.96,0.4,488.68,13.7,165547.59,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1441.23 is over the calibration range,FALSE,100SMPL.d,12/18/21 07:43 PM,,Sample,,3988_3_10-60,,2478.24,3.3,,,376.01,10,80,21.7,17199037.33,0.3,576.02,6.8,364.68,18.1,110,9.1,84.67,8.3,60,11.5,7822238.67,0.7,8645297.79,0.6,352.68,8.5,433.34,18,95.33,17.1,373.34,14.7,120,13.2,3217.76,4.1,5792948.33,0.9,669.36,5.6,165313.91,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,101SMPL.d,12/18/21 07:48 PM,,Sample,,3988_3_50-10,,2486.91,1.2,,,444.01,13,53.33,39,2648198.67,0.9,502.01,7,386.68,15.1,136.67,30.5,80,27.8,49.33,11.7,908656.62,0.7,1009869.15,0.7,113.33,23.5,407.34,21.9,103.33,28.3,382.68,21.2,140.67,17.1,771.36,12.9,439480.73,0.2,468.68,20.3,159694.36,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1981.73 is over the calibration range,FALSE,102SMPL.d,12/18/21 07:53 PM,,Sample,,3988_3_50-30,,2329.55,3.8,,,316.01,1.9,110.01,59.6,10508756.67,0.4,432.68,5.3,55.33,7.5,50,20,27.33,15.2,8.67,35.3,4923890.17,0.8,5420006.79,0.1,217.33,4.7,12,50,14,28.6,16.67,30.2,11.33,27,1738.8,2,3023557.58,0.6,116.67,14.4,159804.68,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1861.63 is over the calibration range,FALSE,103SMPL.d,12/18/21 07:58 PM,,Sample,,3099_1_10-30,,2170.19,2.2,,,240,5.2,103.34,22.4,4244849.67,0.2,178.67,12.3,61.33,12.3,20,50,20,26.5,7.33,78.7,1415981.04,1,1580252.16,0.6,79.33,12.7,12.67,24.1,13.33,60.6,19.33,21.5,16,78.1,528.02,6.8,1101999.25,0.3,56.67,23,164431.17,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,104SMPL.d,12/18/21 08:03 PM,,Sample,,3099_1_10-60,,2144.85,2.8,,,313.34,8.8,53.33,75.8,17838373.33,1.2,384.68,6.6,68,15.6,10,100,22.67,28.4,11.33,36.7,8083844.17,0.4,8977907.79,0.3,343.34,1.2,34.67,21.8,20,20,27.33,29.6,10.67,47.2,2873.68,2.8,5833248,1.2,270.01,13,165301.17,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1381.18 is over the calibration range,FALSE,105SMPL.d,12/18/21 08:08 PM,,Sample,,3099_1_50-10,,2270.87,3,,,282.01,7,76.67,39.9,2930461.83,0.6,310.68,9.3,86.67,35.8,53.33,28.6,27.33,37.5,8,50,1056622.79,0.4,1236521.29,0.7,56.67,8.2,49.33,26.4,20,20,57.33,24.7,20,17.3,414.68,6,513249.7,0.6,66.67,17.6,158310.94,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.27 is over the calibration range,FALSE,106SMPL.d,12/18/21 08:14 PM,,Sample,,3099_1_50-30,,2303.55,3.9,,,304.68,8.1,86.67,17.6,10779418.33,0.2,428.68,8.7,56.67,26,26.67,21.7,40,8.7,12,0,5096845.17,0.4,5691800.12,0.4,211.33,6.8,13.33,43.3,16,33.1,16.67,6.9,12.67,59.8,1809.48,1.3,3162180.42,0.8,145.33,17.3,158429.91,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.13 is over the calibration range,FALSE,107SMPL.d,12/18/21 08:19 PM,,Sample,,cal check 100 #2,,3065305.25,1,,,6206903.33,0.9,73.34,83.3,7927911,0.6,7628733.83,0.7,9192073,0.4,2603018.97,0.7,1731373.67,1.5,1536657.25,0.5,4980269,0.9,5493645.54,0.3,1836905.21,0.5,10622392.67,0.9,2718949.25,1.4,10492453.33,0.4,3713665.92,1.3,11177958,1.4,2576977.33,0.6,11366327,0.5,165287.73,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,108SMPL.d,12/18/21 08:23 PM,,Sample,,blank,,6402.86,2.2,,,114,19.9,66.67,45.8,214,13,145.33,9.4,142,1.4,30,0,26,20.4,18.67,16.4,96.67,4.3,136.67,25.7,26.67,18.9,141.33,9.1,39.33,42.6,119.33,14.3,42.67,31.2,141.33,0.8,48,19.1,150,23.1,164462.22,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1441.17 is over the calibration range,FALSE,109SMPL.d,12/18/21 08:28 PM,,Sample,,3099_2_10-30,,2740.96,2.8,,,227.33,5.2,80,37.5,4215226.33,0.6,168.67,7.9,62,8.5,33.33,69.3,24.67,32.8,7.33,15.7,1423910.46,0.4,1556096.43,0.8,82,8.4,24.67,16.9,14,62.3,25.33,12.1,18,29.4,492.01,1.9,1071115.42,0.6,73.33,22,164088.41,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,110SMPL.d,12/18/21 08:33 PM,,Sample,,3099_2_10-60,,2329.55,3.7,,,298.68,4.9,70,57.1,17662830.67,0.7,369.34,4.9,61.33,21.7,26.67,43.3,20,43.6,7.33,31.5,8159728,0.5,9109168.61,1.1,342.68,7.4,22.67,18.4,14.67,43.8,20.67,29.6,16.67,30.2,2829,4.5,5888900.5,0.6,268.67,3.7,162817.25,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,111SMPL.d,12/18/21 08:38 PM,,Sample,,3099_2_50-10,,2342.22,4.1,,,222,10.4,63.33,36.5,2265835.25,1,232,12.1,56.67,20.1,33.33,34.6,22,9.1,5.33,43.3,741622.12,0.2,826004.83,0.5,47.33,13.6,24,38.2,15.33,49.4,22,15.7,6,66.7,275.34,5.2,379645.69,0.7,44,20.8,156608.49,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1621.31 is over the calibration range,FALSE,112SMPL.d,12/18/21 08:44 PM,,Sample,,3099_2_50-30,,2412.23,2.9,,,274.67,4.3,90,33.3,10282229,0.9,399.34,4.1,58,6,40,43.3,25.33,31.9,6,57.7,4686602.33,0.4,5211857.11,0.8,192.67,15,15.33,49.4,11.33,27,14.67,7.9,17.33,37.1,1610.78,3.7,2930999.75,1.4,135.33,11.1,157791.62,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.07 is over the calibration range,FALSE,113SMPL.d,12/18/21 08:49 PM,,Sample,,3099_3_10-30,,2115.51,0.7,,,254,10.6,73.33,51.6,4108329.58,0.8,192,5.2,45.33,45.3,30,33.3,17.33,17.6,6,88.2,1413404.17,1.1,1550886.85,1,72,22.7,13.33,34.6,10,60,14.67,28.4,9.33,12.4,489.35,9.1,1063759.63,0.6,52,17.6,161909.11,1.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1621.37 is over the calibration range,FALSE,114SMPL.d,12/18/21 08:54 PM,,Sample,,3099_3_10-60,,2135.52,2.9,,,324.01,2.1,90,44.4,16958971,1.4,340.68,3.8,51.33,15.7,36.67,56.8,22.67,27,4.67,49.5,7808495.17,1.1,8625441.12,0.5,305.34,3.8,16,21.7,13.33,45.8,16,12.5,13.33,31.2,2682.97,2.2,5629905.17,1.3,258,15.9,162956.17,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,115SMPL.d,12/18/21 08:59 PM,,Sample,,3099_3_50-10,,2260.21,0.7,,,258.67,7.6,70,37.8,2397561.17,0.6,230,4.5,58,9.1,20,50,24,16.7,2.67,86.6,796374.65,0.8,886602.05,0.6,50.67,28.6,8.67,53.3,16.67,56.7,8.67,13.3,14,57.1,285.34,4.1,389838.54,0.8,20.67,27.9,157631.66,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,116SMPL.d,12/18/21 09:04 PM,,Sample,,3099_3_50-30,,2238.86,2.1,,,331.34,8.7,60,16.7,10009178.33,0.4,418.01,1.7,50.67,12.1,30,33.3,24,16.7,8,43.3,4540835,1.1,5003824.2,0.4,198.67,10.9,10.67,43.3,18.67,37.6,8.67,58.1,11.33,56.7,1544.11,0.5,2830594.75,0.7,136,17,158071.73,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,117SMPL.d,12/18/21 09:09 PM,,Sample,,2493_1_10-30,,2104.18,2.1,,,257.34,7.1,43.33,26.6,4958119.83,0.2,180.67,5,38.67,33.7,26.67,43.3,18,57.7,7.33,15.7,1846922.42,0.5,2035790.18,0.6,117.33,8.1,7.33,68.6,6.67,69.3,9.33,44.6,7.33,41.7,615.35,9.5,1594357.88,2,81.33,25.6,163122,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.33 is over the calibration range,FALSE,118SMPL.d,12/18/21 09:14 PM,,Sample,,2493_1_10-60,,2186.19,4,,,175.33,9.7,86.67,13.3,17793632.67,1,357.34,4.2,31.33,31.5,30,33.3,14,14.3,4,50,8266707.17,1,9293421.53,1,317.34,2.8,10.67,21.7,9.33,32.7,12.67,39.7,8.67,48,2919.02,3.6,6109013.17,0.9,273.34,4.4,162081.36,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1441.17 is over the calibration range,FALSE,119SMPL.d,12/18/21 09:19 PM,,Sample,,cal check 10 #3,,281644.86,0.8,,,597586.14,0.2,80,33.1,778260.02,0.2,744680.06,0.3,909414.67,0.5,249923.32,0.5,164271.84,0.9,143082.86,0.7,477744.62,0.8,531790.25,0.5,171574.6,0.5,1041758.69,0.8,257361.25,0.5,1038733.83,0.5,352365.54,0.8,1082328.92,0.2,241874.22,0.6,1101913.88,0.2,163459.47,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,120SMPL.d,12/18/21 09:24 PM,,Sample,,blank,,4658.82,1.8,,,52.67,19.5,43.33,26.6,132.67,22.7,81.33,16.7,39.33,36.1,13.33,114.6,7.33,31.5,4.67,65.5,64.67,6.4,63.33,55.5,6,57.7,38,15.8,12.67,77.9,43.33,20.8,18.67,6.2,37.33,16.4,39.33,20.5,37.33,8.2,162134.58,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.07 is over the calibration range,FALSE,121SMPL.d,12/18/21 09:29 PM,,Sample,,2493_1_50-10,,2629.6,4.6,,,208.67,15.9,73.33,56.8,1850020.92,1,200.67,4.6,42.67,36.4,33.33,17.3,23.33,34.6,6,33.3,596251.6,0.3,660175.49,0.6,40.67,5.7,9.33,24.7,10,60,12,44.1,9.33,75.3,234.67,5.2,313893,0.3,32.67,33.7,156503.28,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.07 is over the calibration range,FALSE,122SMPL.d,12/18/21 09:34 PM,,Sample,,2493_1_50-30,,2471.58,2.6,,,215.33,9.9,73.33,15.7,9579583,0.6,380.68,2.2,41.33,19.6,50,34.6,21.33,27.1,5.33,57.3,4307971,0.3,4783091.6,0.7,198.67,10.5,11.33,10.2,8,25,12.67,39.7,10,52.9,1511.43,4.5,2719480.33,0.8,113.33,8.9,157780.5,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,123SMPL.d,12/18/21 09:39 PM,,Sample,,2493_2_10-30,,2246.87,0.2,,,134.67,10.9,46.67,32.7,4491750.67,0.3,146.67,9.1,38.67,7.9,20,86.6,18,61.9,8,50,1559713.37,1,1736292.11,0.6,92.67,25.2,14,57.1,7.33,87.7,12.67,87,8.67,48,554.02,7,1161265.29,2.2,52.67,34.5,162288.46,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2161.87 is over the calibration range,FALSE,124SMPL.d,12/18/21 09:44 PM,,Sample,,2493_2_10-60,,2246.87,3,,,163.33,3.7,120.01,36.3,17445337.33,0.7,335.34,9.2,32.67,31.4,16.67,91.7,12,16.7,4,86.6,8114423.17,0.4,9048457.99,0.2,328.01,5,6.67,75.5,6.67,45.8,10,52.9,9.33,44.6,2828.33,3.8,5856396.17,0.7,252,7.8,162969.05,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,125SMPL.d,12/18/21 09:49 PM,,Sample,,2493_2_50-10,,2314.21,3.1,,,120.67,10.7,70,14.3,2508055,1.3,233.33,10.2,48,8.3,23.33,24.7,20.67,49.7,2,0,848493.67,0.4,945641.81,0.8,50.67,21.7,6.67,62.4,5.33,57.3,9.33,44.6,8,75,310.01,15.6,416716.34,0.3,26.67,24.1,156496.25,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,126SMPL.d,12/18/21 09:54 PM,,Sample,,2493_2_50-30,,2405.56,3.7,,,162.67,4,70,37.8,10367040.33,0.8,398.01,13.5,36,19.2,26.67,86.6,19.33,6,0.67,173.2,4817099.83,0.8,5369730.75,0.4,194.67,18.6,8,50,6.67,17.3,11.33,40.8,13.33,37.7,1656.79,3.6,2983587.58,0.7,130.67,4.7,157608.1,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1681.36 is over the calibration range,FALSE,127SMPL.d,12/18/21 09:59 PM,,Sample,,3145_1_10-30,,2164.86,4.2,,,116,17.9,93.33,16.4,5161058.5,0.8,168,2.4,34.67,6.7,16.67,69.3,15.33,52.7,2,100,1895815.87,0.7,2077128.51,0.9,106.67,6.6,8,75,7.33,68.6,11.33,10.2,8.67,35.3,648.02,3.1,1474633.62,0.7,68,30.7,162669.24,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1621.37 is over the calibration range,FALSE,128SMPL.d,12/18/21 10:05 PM,,Sample,,3145_1_10-60,,2187.52,0.3,,,172,9.9,90,33.3,17872598,0.3,346.01,9.1,36,9.6,33.33,69.3,18,19.2,6.67,45.8,8491344.67,0.8,9389922.15,1.7,286.67,6,6,0,9.33,32.7,12,33.3,8,43.3,2950.36,1.4,6042055.17,0.9,280.01,5.8,162507.3,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,129SMPL.d,12/18/21 10:09 PM,,Sample,,3145_1_50-10,,2304.88,0.7,,,131.33,14.5,50,40,3095209.17,0.9,288.68,2.1,36,20,6.67,86.6,10,72.1,2.67,43.3,1185666.67,1,1332102.59,0.5,53.33,12.1,6.67,45.8,5.33,78.1,3.33,69.3,7.33,15.7,413.34,2,561856.23,0.3,26.67,15.6,157382.36,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1741.47 is over the calibration range,FALSE,130SMPL.d,12/18/21 10:15 PM,,Sample,,3145_1_50-30,,2388.9,2.5,,,152.67,9.2,96.67,26,10878193,0.4,420.01,4.5,40,52.7,26.67,21.7,14.67,51.6,7.33,31.5,5184146.83,0.8,5787649.7,0.1,192,15.6,6.67,45.8,6.67,45.8,10,20,10.67,57.3,1858.82,3.2,3173474,0.4,146.67,9.1,157665,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,131SMPL.d,12/18/21 10:20 PM,,Sample,,cal check 25 #3,,716942.35,0.3,,,1586741.08,2.4,70,37.8,2045840.96,1.1,1961228.91,0.5,2364496.83,1.1,623443.56,0.3,410567.66,0.2,360605.19,0.6,1251315.42,0.5,1395154.62,2,430758.14,0.1,2724152.67,1.1,645363.75,0.5,2700479.83,0.9,881369.98,0.2,2825695.08,1,607097.35,0.2,2912456.08,0.4,163949.95,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,132SMPL.d,12/18/21 10:25 PM,,Sample,,blank,,5236.37,2.3,,,72,27.4,46.67,24.7,474.68,22.6,122.67,7.7,88,11.4,33.33,62.4,11.33,56.7,14.67,15.7,249.34,24.1,246.68,14.2,12.67,18.2,101.33,15.8,18,50.9,104,26.7,33.33,17.3,100.67,16.9,160.67,25.6,116.67,19.5,164164.76,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,133SMPL.d,12/18/21 10:30 PM,,Sample,,3145_2_10-30,,2527.59,4.2,,,156,33,66.67,43.3,4609658,0.5,194.67,13.6,88,6,23.33,107.9,30,29.1,17.33,59.2,1613748.13,0.9,1795896.53,1.5,97.33,6.6,72.67,17.7,31.33,13.3,87.33,25.3,24.67,9.4,624.02,3.6,1277985.79,1.1,152.67,23.4,162472.86,1.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 6125.27 is over the calibration range,FALSE,134SMPL.d,12/18/21 10:35 PM,,Sample,,3145_2_10-60,,3358.44,3.8,,,4392.08,2.4,340.02,15.6,17490141.33,0.6,12894.46,0.8,2154.86,2.6,2053.58,1,1392.09,5.9,250,2.8,8134977.5,0.1,9078370.7,0.1,596.69,7.5,271.34,9.8,324.68,6.6,331.34,9.8,264.67,3.5,3027.05,4.2,5827124,0.6,440.68,10.8,162302.43,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1381.12 is over the calibration range,FALSE,135SMPL.d,12/18/21 10:40 PM,,Sample,,3145_2_50-10,,2405.56,2.8,,,177.33,20.6,76.67,15.1,2876052.42,0.8,301.34,4.1,67.33,16.9,40,66.1,24.67,16.9,4.67,49.5,1032087.36,0.1,1216897.85,1.2,60,20.3,51.33,23.8,10.67,39,44.67,45.3,21.33,61,434.68,3.7,526986.29,0.3,72,21,158075.01,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,136SMPL.d,12/18/21 10:45 PM,,Sample,,3145_2_50-30,,2386.23,3.8,,,210.67,6,70,24.7,11083365,0.5,471.34,6.7,91.33,17.6,36.67,15.7,20,45.8,13.33,45.8,5370035.17,0.7,5959770.12,0.9,198.67,7.1,62.67,27.1,26.67,38.5,66,15.7,24,8.3,1932.83,1.9,3292094.42,0.5,209.33,7,158188.91,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1801.52 is over the calibration range,FALSE,137SMPL.d,12/18/21 10:50 PM,,Sample,,3145_3_10-30,,2301.54,2.9,,,148,4.9,100,26.5,4831934,0.3,194,10.9,64,9.4,23.33,65.5,19.33,33.3,7.33,15.7,1757475.42,0.4,1937438.57,1.1,99.33,12.1,46.67,17.3,8.67,35.3,38,22.9,18,11.1,630.69,9.6,1378239.79,0.8,102.67,8.1,161367.22,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.13 is over the calibration range,FALSE,138SMPL.d,12/18/21 10:55 PM,,Sample,,3145_3_10-60,,2210.86,4.7,,,228.67,10.9,73.34,41.7,17448365.33,0.4,395.34,8.4,102,17.4,33.33,45.8,26.67,11.5,16,33.1,8212115.83,0.4,9176785.7,0.5,354.01,5,76.67,9.9,24,43.3,77.33,24.6,26,30.8,3065.73,2.4,5903079.83,0.6,335.34,8.4,162526.33,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1020.83 is over the calibration range,FALSE,139SMPL.d,12/18/21 11:00 PM,,Sample,,3145_3_50-10,,2266.87,4.8,,,116.67,20.3,56.67,20.4,3053415.75,0.6,254,5.2,34.67,6.7,30,66.7,14.67,28.4,4.67,24.7,1103678.96,1.3,1296077.9,1.7,58.67,8.6,2.67,43.3,6.67,17.3,6.67,75.5,6.67,69.3,369.34,7.8,540111.56,0.6,30,11.5,157026.58,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,140SMPL.d,12/18/21 11:05 PM,,Sample,,3145_3_50-30,,2238.2,1.6,,,157.33,8.2,53.33,21.7,10914924.67,0.1,410.01,2.9,34.67,12,3.33,173.2,13.33,22.9,4.67,49.5,5236834.33,0.6,5847147.41,0.7,195.33,5.1,2.67,86.6,8,86.6,6.67,17.3,8.67,35.3,1834.15,4.6,3228756.5,0.8,141.33,5.9,156221.48,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.02 is over the calibration range,FALSE,141SMPL.d,12/18/21 11:10 PM,,Sample,,qwt4_1_10-30,,2102.18,1.4,,,125.33,25.8,70,14.3,5796904.67,0.5,156.67,2.9,30.67,35.9,16.67,124.9,14.67,20.8,4.67,99,2191169.75,1,2435772.46,0.6,118,16.9,6.67,17.3,5.33,21.7,8.67,53.3,10.67,28.6,791.36,2,1685056.34,0.3,70,10.3,161597.69,1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,142SMPL.d,12/18/21 11:15 PM,,Sample,,qwt4_1_10-60,,2164.85,2,,,210.67,4.8,66.67,31.2,18386753.33,0.4,370.01,4.3,64.67,9.9,36.67,15.7,14,24.7,16,45.1,8803573,0.4,9754225.69,0.3,328.68,14.1,47.33,21.7,13.33,45.8,42.67,27.1,22.67,31,3237.11,0.3,6203444.5,1.2,315.34,13.2,159323.77,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,143SMPL.d,12/18/21 11:20 PM,,Sample,,cal check 50 #3,,1512706.67,1,,,3088006.17,1.7,60,16.7,3984795.83,0.3,3836729.17,0.6,4664773.67,0.9,1308173.83,1.6,824136.69,0.3,720962.4,0.3,2498607.58,1.5,2769896.1,0.3,865581.37,0.4,5342362,1.3,1356066.63,0.8,5362154.67,0.9,1852912.67,1.2,5520538.17,1.5,1288346.87,0.4,5649121.33,0.8,161878.84,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,144SMPL.d,12/18/21 11:25 PM,,Sample,,blank,,5560.5,0.4,,,63.33,18.2,60,28.9,246,77.1,107.33,5.4,68.67,14.4,13.33,114.6,15.33,71.8,5.33,21.7,125.33,76.9,140.01,51.5,13.33,37.7,78,8.9,22.67,45.3,90,22.2,30.67,43.4,67.33,24.9,74.67,80.6,71.33,23.5,161909.82,0.1
