Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1198.69 is over the calibration range,FALSE,102SMPL.d,12/21/2021 21:31,,Sample,,50-30_2_d8,,0.069,1.3,,,0.001,34.1,1198.693,22.9,44.183,0.4,0.003,15.4,0.001,15.2,0,0,0.001,56.7,0,15.7,20.023,0.5,20.167,1.6,0.004,17.5,0,62.6,0,93.3,0,14.4,<0.000,N/A,0.003,8.5,22.035,0.3,0,8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1498.37 is over the calibration range,FALSE,103SMPL.d,12/21/2021 21:36,,Sample,,c4r_10-30,,0.061,6.2,,,0.005,7.1,1498.367,50,167.92,1,0.006,9.8,0.001,6,0.002,28.9,0.003,8.7,0.001,40,185.322,0.7,185.094,0.2,0.016,7.5,0.001,20.4,0.001,20.4,0.001,30.1,<0.000,N/A,0.031,0.8,220.73,0.5,0.003,5.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,104SMPL.d,12/21/2021 21:41,,Sample,,c4r_10-60,,0.055,3.1,,,0.009,5.1,419.543,49.5,327.457,0.4,0.008,3.6,0.001,13.1,0.003,52,0.003,12,0.002,3.5,369.611,0.6,371.881,0.9,0.03,2.2,0.001,8.2,0.001,9.3,0.001,23.7,<0.000,N/A,0.059,0.7,436.81,0.1,0.005,10,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.82 is over the calibration range,FALSE,105SMPL.d,12/21/2021 21:46,,Sample,,c4r_50-10,,0.059,5,,,0.009,8.8,1078.824,33.3,55.121,0.6,0.005,6.7,0.001,33.8,0.002,41.7,0.003,16.8,0.001,35.3,62.79,0.5,62.711,0.1,0.006,13.4,0.001,33.8,0.001,20.8,0.001,44.3,<0.000,N/A,0.011,3.8,75.482,0.8,0.002,28.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,106SMPL.d,12/21/2021 21:51,,Sample,,c4r_50-30,,0.059,5.7,,,0.01,0.8,839.085,44.6,164.28,0.9,0.007,6.4,0.001,5,0.004,24.1,0.003,7.1,0.001,16.7,184.193,0.9,186.041,0.5,0.016,5.1,0.001,16.1,0.001,25,0.001,12.6,<0.000,N/A,0.03,1.2,220.154,1.9,0.003,12.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1857.97 is over the calibration range,FALSE,107SMPL.d,12/21/2021 21:56,,Sample,,b_d1r0,,0.234,6.1,,,0.614,2,1857.975,14.8,3.663,1.2,10.508,1.4,0.74,1.4,2.347,1.7,2.609,1.1,0.373,1.7,0.037,9.4,0.038,2.5,0.331,3.5,0.036,0.8,0.151,1.6,0.028,4.2,<0.000,N/A,0.009,1.4,0.061,3,0.008,6.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2577.31 is over the calibration range,FALSE,108SMPL.d,12/21/2021 22:01,,Sample,,b_d1r1,,0.191,2.9,,,0.692,0.3,2577.311,8.1,4.327,0.4,13.145,0.3,0.876,0.1,2.705,0.6,3.023,0.9,0.448,0.6,0.042,4.6,0.042,9.9,0.395,0.8,0.044,1.2,0.18,2.7,0.032,2,<0.000,N/A,0.01,10.7,0.064,3.5,0.008,9.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1918.03 is over the calibration range,FALSE,109SMPL.d,12/21/2021 22:06,,Sample,,b_d1r2,,0.203,1.7,,,0.645,0.5,1918.029,47.2,4.009,0.7,11.794,1.5,0.821,0.4,2.615,0.7,2.88,0.6,0.414,1.8,0.036,10.2,0.038,2.1,0.355,1.3,0.038,2.4,0.162,1.5,0.029,2.6,<0.000,N/A,0.009,9.2,0.061,3.8,0.008,1.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2517.38 is over the calibration range,FALSE,110SMPL.d,12/21/2021 22:11,,Sample,,b_d2r0,,0.223,9,,,0.535,0.6,2517.376,18.9,3.146,0.5,9.289,0.2,0.671,0.4,2.204,1.4,2.438,0.8,0.344,1.2,0.033,5.5,0.033,7.2,0.298,1.6,0.032,2.3,0.137,0.9,0.024,3.6,<0.000,N/A,0.008,2,0.052,3.3,0.008,5.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,111SMPL.d,12/21/2021 22:16,,Sample,,cal check 100 #2,,85.549,0.8,,,86.991,0.4,539.412,66.7,89.205,0.4,88.773,0.6,89.552,0.8,92.27,2,93.819,0.5,93.374,1.1,91.022,0.1,90.727,0.7,93.234,1.1,90.683,0.3,93.508,0.1,90.427,0.4,92.371,1.3,92.469,1.8,93.672,1.6,92.405,0.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,112SMPL.d,12/21/2021 22:21,,Sample,,blank,,0.257,3.3,,,0.002,14.1,239.739,86.6,0.004,11.4,0.003,5,0.002,13.4,0.001,26.6,0.002,27.9,0.002,22.9,0.003,20,0.003,24.2,0.002,47.2,0.002,15.2,0.002,35.7,0.002,13.6,<0.000,N/A,0.002,15,0.004,13.3,0.002,9.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1438.43 is over the calibration range,FALSE,113SMPL.d,12/21/2021 22:26,,Sample,,b_d2r1,,0.224,1,,,0.469,1.7,1438.432,12.5,2.872,0.6,8.539,0.5,0.618,0.3,1.973,1.3,2.21,0.6,0.32,1,0.029,6.9,0.03,1.3,0.272,0.6,0.029,1.8,0.118,2,0.021,2.2,<0.000,N/A,0.007,6.1,0.046,7.1,0.006,7.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1738.17 is over the calibration range,FALSE,114SMPL.d,12/21/2021 22:31,,Sample,,b_d2r2,,0.208,3.1,,,0.399,0.5,1738.165,57,2.476,0.4,7.304,0.3,0.525,0.5,1.704,1,1.893,1.2,0.27,1.3,0.026,6.2,0.028,4.9,0.232,2.8,0.025,1.9,0.103,2.9,0.019,2.5,<0.000,N/A,0.007,6.1,0.042,7.3,0.006,7.3,,
45  Sc  [ No Gas ] :  CPS RSD value = 9.09 is over the allowed maximum = 5.00113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 9110.55 is over the calibration range,FALSE,115SMPL.d,12/21/2021 22:36,,Sample,,b_check,,0.515,9.1,,,10.425,0.2,9110.55,15.3,58.377,1.4,183.335,0.1,14.71,1.2,49.549,1,54.016,1.8,7.725,0.4,0.611,1.6,0.602,0.2,6.474,0.9,0.679,0.1,2.87,0.3,0.497,0.9,0.427,1.6,0.156,0.7,0.927,1.7,0.132,0.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,116SMPL.d,12/21/2021 22:41,,Sample,,blank,,0.103,3.5,,,0.002,9,539.412,0,0.008,21.3,0.005,11.5,0.001,14.7,0.003,25,0.002,10.8,0.001,38.3,0.005,26.7,0.005,23.3,0.002,29.6,0.001,21,0.001,27.9,0.001,19.1,<0.000,N/A,0.001,18.1,0.006,23.6,0.001,19.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,117SMPL.d,12/21/2021 22:46,,Sample,,blank,,0.098,1.6,,,0.002,23.5,479.477,57.3,0.008,22.6,0.003,19.8,0.001,16.4,0.002,0,0.002,38.3,0.001,43.1,0.006,35.3,0.006,26.1,0.001,46.8,0.001,12.8,0.001,41.5,0.001,23.2,<0.000,N/A,0.001,36.9,0.007,29.6,0.001,18.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,118SMPL.d,12/21/2021 22:52,,Sample,,blank,,0.095,3.4,,,0.001,18,599.347,121.2,0.005,16.4,0.002,11.3,0.001,35,0.001,86.6,0.001,61,0.001,38.6,0.004,24.7,0.004,27.3,0.001,52,0.001,22.5,0.001,33.3,0.001,8.1,<0.000,N/A,0.001,13.2,0.005,19.5,0.001,27.3,,
