Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,095SMPL.d,12/09/21 06:52 PM,,Sample,,cal check 50 #2,,1261302.87,0.9,,,2937628.67,0.2,6.67,86.6,3907439.92,0.4,3715143,0.3,4613359.83,1,1306070.79,2,842172.31,0.1,737230.52,0.5,2521424.5,0.5,2790514.44,0.1,891689.08,0.2,5459695,0.9,1375888,0.7,5428331.67,1.1,1902750.62,1,5709332.83,0.1,1317047.21,0.7,5837754.33,1.1,126576.17,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,096SMPL.d,12/09/21 06:57 PM,,Sample,,blank,,6092.05,3.9,,,113.33,16.3,20,86.6,177.33,13.5,142.67,12.7,75.33,8.5,33.33,45.8,16.67,6.9,10,40,83.33,16,80,12.5,11.33,36.7,112,18.8,32.67,9.4,99.33,9.1,38.67,10.8,108.67,13.8,44,18.2,108,8.1,126243.66,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,097SMPL.d,12/09/21 07:02 PM,,Sample,,4114t_1_10-60,,2434.91,1.5,,,246.67,7.7,26.67,108.3,17422860.67,1.4,446.68,13.7,102,39.2,33.33,45.8,36,45.5,20,17.3,8305065,0.9,9169851.53,0.5,323.34,16.3,99.33,28.6,23.33,35.7,100,40.1,44,35.5,2628.96,2.1,6187353,0.6,379.34,12.7,125138.71,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,098SMPL.d,12/09/21 07:07 PM,,Sample,,4114t_1_50-10,,2108.18,1.5,,,181.33,11.7,40,25,3222419.42,0.3,309.34,4.2,38.67,13,33.33,45.8,22.67,27,10.67,39,1346588.37,1.2,1483285.08,0.9,69.33,14.2,26,23.1,10,34.6,30.67,15.1,16.67,6.9,401.34,4,650282.71,0.7,52,17.6,120858.52,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,099SMPL.d,12/09/21 07:12 PM,,Sample,,4114t_1_50-30,,1983.49,2.7,,,267.34,9.9,33.33,75.5,11283621.67,0.8,667.35,8.3,131.33,12.2,60,33.3,44.67,20.7,16,25,5981921.17,0.7,6584773.65,0.1,226,9.6,114.67,35.1,40.67,36.3,112,24,40.67,28.4,1838.81,1.6,3667001.92,1,252.67,17.3,120387.65,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,100SMPL.d,12/09/21 07:17 PM,,Sample,,4114t_2_10-30,,1857.47,3.4,,,202.67,13.1,46.67,32.7,5383011.5,0.7,400.68,6.3,99.33,32.4,80,21.7,38,5.3,20,26.5,2090989.04,0.6,2308755.49,1.4,114,17.8,105.33,5.8,26,20.4,114,13.2,43.33,21.8,697.36,4.6,1630571.58,0.9,148.67,0.8,124548,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,101SMPL.d,12/09/21 07:22 PM,,Sample,,4114t_2_10-60,,1701.45,3.8,,,190,6.9,20,50,17986346,0.6,480.68,7.1,103.33,29.3,36.67,31.5,32,16.5,14,37.8,8754230,0.7,9722034.65,0.7,316.01,8.3,69.33,36.1,22.67,18.4,79.33,15.2,24.67,12.4,2717.64,0.6,6389684.67,0.4,326.01,4.8,124185.15,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,102SMPL.d,12/09/21 07:27 PM,,Sample,,4114t_2_50-10,,1856.14,3.9,,,283.34,7.7,40,25,3107312.58,0.4,604.69,6.9,167.33,29.5,66.67,52.7,59.33,19.8,25.33,38.9,1310074.12,0.4,1451044.88,0.8,80,21.8,162.67,20.5,44.67,22.1,162,32.5,56.67,35.4,554.68,14.6,644481.31,0.4,205.34,23.7,119961.83,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,103SMPL.d,12/09/21 07:32 PM,,Sample,,4114t_2_50-30,,1892.14,4.1,,,338.01,18.9,30,88.2,11194035.67,1.2,698.69,20.6,151.33,39.7,63.33,18.2,55.33,23,26.67,31.2,6097916.5,0.7,6763211.15,0.8,236.67,5.4,123.33,35.6,38,36.5,120,22,47.33,32.3,1990.84,6.2,3730020.83,1,312.67,23.6,119257.56,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,104SMPL.d,12/09/21 07:37 PM,,Sample,,4114t_3_10-30,,1709.45,5.8,,,254,12.9,36.67,56.8,5428035,0.8,423.34,12.4,123.33,21.8,63.33,18.2,38.67,15.8,20,30,2112404.5,1.4,2307183.82,1.5,128,2.7,95.33,39.3,38,55.7,86,4.7,39.33,39.5,722.03,4.5,1650747.46,0.7,186,4.7,124064.58,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,105SMPL.d,12/09/21 07:42 PM,,Sample,,4114t_3_10-60,,1642.12,3.2,,,273.34,4.2,43.33,35.3,17548372.67,0.2,558.01,13.5,119.33,16.3,70,51.5,42.67,5.4,21.33,10.8,8675946.33,0.4,9536782.98,0.9,370.01,1.4,98,25.5,40.67,15.8,90,13.5,44,37.2,2762.98,3.4,6299864.83,0.7,382.01,6.5,123611.74,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,106SMPL.d,12/09/21 07:47 PM,,Sample,,4114t_3_50-10,,1774.79,2.3,,,157.33,16.6,20,86.6,3080529.67,0.7,238.67,8.5,24.67,46.8,36.67,31.5,14.67,20.8,3.33,91.7,1293602.37,2.7,1441240.45,0.7,60.67,19.9,5.33,57.3,6.67,17.3,9.33,44.6,6,33.3,388.68,3.4,646676.17,0.3,36,28.9,119293.13,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,107SMPL.d,12/09/21 07:52 PM,,Sample,,cal check 100 #2,,2493687.33,0.3,,,5768227.5,0.5,16.67,34.6,7683653.33,0.6,7346945.17,0.6,9025052.33,0.4,2576412.46,1.5,1725167.41,2.3,1505811.13,0.9,4894486.5,1.1,5466009.08,1,1820818.58,0.7,10791752,0.7,2733387.92,1.3,10635085.67,0.6,3703569.42,1.4,11255172.33,0.8,2636486.92,1.1,11477913.33,0.7,124808,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,108SMPL.d,12/09/21 07:57 PM,,Sample,,blank,,6527.6,1.8,,,132,6.1,33.33,34.6,218,6,166.67,4.8,136,25.9,26.67,43.3,29.33,14.2,17.33,24,103.33,8.1,90,11.1,28.67,14.5,172.67,15.7,45.33,20.8,152,13.7,50.67,26.3,167.33,13.4,59.33,24.4,181.33,5.7,124861.38,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,109SMPL.d,12/09/21 08:02 PM,,Sample,,4114t_3_50-30,,2572.26,2.1,,,199.33,9.3,23.33,107.9,11289576.67,1.2,540.02,12,132.67,36.2,43.33,74.2,40,26,16,33.1,6358563,0.6,7026597.19,0.9,227.33,7.1,114.67,31.8,24,38.2,115.33,17.7,48.67,43.6,2138.87,2.6,3862964.33,0.9,275.34,9.9,120041.97,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,110SMPL.d,12/09/21 08:07 PM,,Sample,,4685t_1_10-30,,2066.84,2.9,,,230.67,14.8,50,34.6,2514110.25,0.8,377.34,36.7,154.67,29.4,100.01,34.6,50,39.4,16,54.5,809971.64,0.5,897275.06,0.5,66,16.9,142,27.2,36.67,20.7,146,32.3,53.33,43.8,371.34,5,554533.62,0.5,166,28.7,122903.28,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 19.46 is over the allowed maximum = 5.00,FALSE,111SMPL.d,12/09/21 08:12 PM,,Sample,,4685t_1_10-60,,1942.82,5.6,,,269.34,7.5,53.33,21.7,14926321,2.1,616.02,21,155.33,23.4,63.33,24.1,48.67,2.4,25.33,39.7,6451065.5,1.7,7166725.72,1.3,282.67,4,143.33,15.7,47.33,29.7,126.67,38.1,60,18.6,2105.52,3.7,4567757.83,1.2,354.68,13.5,139601.1,19.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,112SMPL.d,12/09/21 08:17 PM,,Sample,,4685t_1_50-10,,2023.5,2.6,,,153.33,16.8,23.33,89.2,1556337.42,0.6,308.68,17.3,92,18.6,60,16.7,34,21.2,14.67,51.6,567066.17,0.3,622271.8,0.5,46.67,10.8,76.67,27.9,26,61.5,81.33,47.1,38,43.1,263.34,10.7,280610.72,0.6,98,27,118239.96,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1056.66 is over the calibration range,FALSE,113SMPL.d,12/09/21 08:22 PM,,Sample,,4685t_1_50-30,,1906.82,2.4,,,210,15.6,60,28.9,7561197.17,1.1,478.01,15.2,124,33.7,56.67,66.8,34.67,44.8,22,32.8,3331965.83,0.9,3693637.34,0.5,151.33,8.6,98,48,31.33,51.2,90,25.2,44.67,25.5,1078.05,7.8,2208133,1.3,194,20.7,120085.39,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,114SMPL.d,12/09/21 08:27 PM,,Sample,,4685t_2_10-30,,1832.14,3.7,,,161.33,13.7,43.33,35.3,1544677.54,0.5,297.34,9,128.67,28.2,40,90.1,34.67,23.3,16.67,42.1,526457.5,0.6,581092.86,0.8,34,5.9,102.67,6.8,33.33,42.1,96.67,11.4,38.67,16.6,245.33,5.9,338763.61,0.8,109.33,18.5,121944.48,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,115SMPL.d,12/09/21 08:32 PM,,Sample,,4685t_2_10-60,,1858.81,1.4,,,231.34,15.3,26.67,94.4,14009503.67,0.1,479.34,8,122,16.6,33.33,69.3,34.67,12,13.33,22.9,5634571.33,0.7,6233509.7,0.1,296.01,3.8,111.33,9.9,20.67,20.1,96,15,34.67,14.5,1874.15,3.8,3937985.5,1.2,277.34,4.3,121946.05,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,116SMPL.d,12/09/21 08:37 PM,,Sample,,4685t_2_50-10,,1778.13,3.4,,,142.67,15.6,40,109,1292463.29,0.5,331.34,11.8,96,33.5,86.67,13.3,35.33,36.8,14,24.7,534432.75,0.5,595174.47,0.3,40,18,81.33,35,27.33,22.4,87.33,8.7,35.33,8.6,266.67,11.6,274426.5,0.2,133.33,21.3,118443.72,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,117SMPL.d,12/09/21 08:42 PM,,Sample,,4685t_2_50-30,,1836.8,3.8,,,272,19.2,33.33,62.4,7175052.67,0.2,504.68,15.8,111.33,27.3,76.67,71.8,50,41.8,14,37.8,3066912.25,0.7,3351885.99,0.9,164.67,11.8,98.67,38.2,35.33,32.2,93.33,35.9,24.67,18.7,1020.05,3,2041982.25,0.7,209.33,21.2,118179.91,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,118SMPL.d,12/09/21 08:47 PM,,Sample,,4685t_3_10-30,,1758.14,8.1,,,181.33,0.6,46.67,32.7,1640595.37,0.8,290.01,28.5,95.33,6.4,43.33,48,32,47.2,15.33,15.1,562820.02,0.4,619310.41,0.9,46.67,36.4,100,17.8,20.67,14.8,74,19.5,32.67,28.9,254.67,6.3,358649.51,0.4,120,21.7,121324.17,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,119SMPL.d,12/09/21 08:52 PM,,Sample,,cal check 10 #3,,225759.26,1,,,560950.29,0.3,16.67,173.2,754080.15,0.2,722419.54,0.5,895804.98,0.1,245716.49,1,163297.38,0.9,142720.04,0.8,480156.24,0.4,532253.95,0.2,172407,0.5,1056580.79,0.1,261746.37,0.3,1058432.29,0,359255.05,0.4,1109157.75,0.1,250626.25,0.7,1137232.96,0.3,124940.57,1.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,120SMPL.d,12/09/21 08:58 PM,,Sample,,blank,,4491.43,2.2,,,108,14.5,16.67,69.3,518.02,40.9,333.34,33.6,131.33,33.4,30,0,33.33,12.5,24,66.1,224.67,25,216.68,53.1,26,73.4,137.33,33.9,30.67,41.9,146.67,46.2,56,14.3,151.33,34.8,141.33,21.7,156.67,20.4,122417.58,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,121SMPL.d,12/09/21 09:03 PM,,Sample,,4685t_3_10-60,,2139.52,3.5,,,240.67,10.5,46.67,12.4,14400928,0.5,556.02,10.8,145.33,33.9,66.67,43.3,55.33,35.5,18.67,27,5829974,0.8,6475573.24,0.7,292.01,3.6,134.67,11.9,38,9.1,136,29.4,50.67,8.2,1966.17,3.8,4068748.83,0.5,298.67,12.4,122278.71,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,122SMPL.d,12/09/21 09:08 PM,,Sample,,4685t_3_50-10,,1994.16,2.2,,,157.33,3.7,33.33,69.3,951095.83,0.2,334.68,12.8,102.67,15.7,33.33,62.4,28.67,17.6,23.33,17.8,419763.12,0.6,463667.96,0.9,35.33,17.3,92.67,25,26.67,30.3,99.33,18,33.33,51.7,243.33,2.5,199333.46,0.6,117.33,9.4,119043.59,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,123SMPL.d,12/09/21 09:13 PM,,Sample,,4685t_3_50-30,,1843.47,5.9,,,214.67,5.7,20,86.6,6264113.5,0.6,455.34,3.6,128,16.5,56.67,56.7,42.67,39.3,18,11.1,2600870.33,0.4,2885723.18,1.5,147.33,5.5,101.33,9.1,29.33,7.9,98.67,2.3,34.67,14.5,918.04,3.2,1792762.04,1.1,182,9.6,118753.13,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,124SMPL.d,12/09/21 09:18 PM,,Sample,,1203_1_10-30,,1783.47,1.9,,,242.67,11.8,33.33,45.8,6476441.67,0.3,401.35,31.8,116.67,45.9,30,33.3,43.33,17.5,18.67,22.3,2798734.17,0.4,3060297.24,1.2,146,13.5,114.67,35.8,38.67,28.5,98.67,38.6,46,52.7,938.04,5.7,2082169.37,0.5,197.33,21.4,122746.43,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,125SMPL.d,12/09/21 09:23 PM,,Sample,,1203_1_10-60,,1662.11,2.3,,,223.33,6.8,33.33,17.3,18425019.33,0.8,557.35,9.9,126.67,23.7,66.67,22.9,40.67,18.6,17.33,13.3,9682433,0.5,10686459.42,0.7,389.34,5.2,125.33,14.8,28,18.9,95.33,33.6,39.33,7.8,3227.1,1.8,6828111.83,1.1,406.01,3.8,121314.96,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,126SMPL.d,12/09/21 09:28 PM,,Sample,,1203_1_50-10,,1806.13,4.6,,,239.33,12,33.33,34.6,3310621.33,0.2,492.68,11.6,131.33,30.2,80,75,45.33,33.4,20,60,1466815.38,1.3,1618813.88,1.4,96.67,11.8,105.33,41.9,34,31.1,105.33,45.1,38.67,62.1,563.35,9.9,753815.87,0.3,160,27.1,117330.02,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,127SMPL.d,12/09/21 09:33 PM,,Sample,,1203_1_50-30,,1824.8,2.7,,,303.34,13.7,20,50,11715341,0.4,664.02,7.1,118,19.5,56.67,50.9,43.33,28.2,21.33,32.9,6715751.67,1.1,7413597.81,1.2,221.33,14.9,104,16.8,38,27.3,123.33,10.8,42,21.8,2228.88,4,4042410.17,0.9,290.01,7.8,117632.02,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,128SMPL.d,12/09/21 09:38 PM,,Sample,,1203_2_10-30,,1719.45,2,,,219.33,17.5,30,33.3,6222107,0.4,398.68,9,120.67,18.8,66.67,37.7,38.67,20.9,20,30,2618805.17,0.3,2881035.58,0.8,128,15.4,86.67,30.1,22,50.6,109.33,7.4,38,34.5,904.04,4.5,2093543.83,0.7,186,3.2,121523.58,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,129SMPL.d,12/09/21 09:43 PM,,Sample,,1203_2_10-60,,1656.11,6.7,,,282.67,5.7,30,88.2,18048574.67,0.2,504.68,5.4,104.67,2.2,53.33,21.7,49.33,27,20.67,31.1,9340822,0.6,10289610.68,0.4,372.68,9.5,124,21,38,15.8,104,6.7,38,39.7,3004.38,3.1,6885366.5,1.5,426.01,2.9,121062.45,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,130SMPL.d,12/09/21 09:48 PM,,Sample,,1203_2_50-10,,1776.13,2.6,,,255.34,10.6,23.33,24.7,3323145.92,0.4,622.02,11.2,185.33,10.3,110,9.1,50.67,32.9,27.33,21.1,1504836.92,0.5,1655111.96,0.4,96,7.2,165.33,16.5,45.33,17.8,150,31.2,62,14.1,608.02,5.5,772386.13,0.3,223.34,21.6,117415.88,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,131SMPL.d,12/09/21 09:53 PM,,Sample,,cal check 25 #3,,586752.75,0.2,,,1454380.54,1.1,33.33,34.6,1941195.42,0.7,1863989.08,1,2314799.67,0.5,623958.42,0.2,410709.56,0.4,358260.1,0.4,1232629.5,0.5,1370010.55,1.3,434044.68,0.2,2742744.42,1.3,660092.23,0.1,2704817.67,0.8,905059.31,0.4,2860446.67,0.9,628363.15,0.3,2917463.25,0.5,123081.6,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,132SMPL.d,12/09/21 09:58 PM,,Sample,,blank,,5267.05,0.9,,,140.67,17.1,16.67,91.7,635.36,18.3,342.01,24.6,162.67,18,73.33,20.8,48,34.1,32.67,39.8,286.67,22.7,276.68,42.4,35.33,47.5,203.33,17.3,46.67,40.7,171.33,24.7,44.67,20.2,182,21,176.67,33,190.67,14.9,122917.45,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,133SMPL.d,12/09/21 10:03 PM,,Sample,,1203_2_50-30,,2392.23,2.2,,,273.34,14.8,26.67,78.1,11808491.67,0.1,574.02,13.3,142.67,25.2,43.33,48,38.67,10.8,17.33,26.6,6719084.33,0.2,7430007.39,0.1,255.34,12.6,116,39,31.33,22.4,104.67,29.3,48.67,41.6,2238.88,3.5,4082223.67,0.7,263.34,12.8,119732.51,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,134SMPL.d,12/09/21 10:08 PM,,Sample,,1203_3_10-30,,1924.15,0.9,,,268,5.9,43.33,35.3,6568981,1.1,432.68,33.7,172.67,22.7,46.67,65.5,40.67,30,23.33,30.1,2862443.33,1.6,3129380.68,0.9,138.67,15.8,118.67,30.2,40.67,41.2,136.67,25.7,48,22,1024.05,3.5,2177017.33,0.5,258,18.9,123120.1,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1350.18 is over the calibration range,FALSE,135SMPL.d,12/09/21 10:13 PM,,Sample,,1203_3_10-60,,1811.46,2.7,,,272.01,7,76.67,27.2,18527802.67,0.5,623.35,16.8,138,44.6,56.67,10.2,53.33,5.7,27.33,15.2,9631270.67,0.9,10682859.84,0.7,342.01,12.8,129.33,45.3,36,22.2,130.67,28.9,56.67,30.4,3217.1,1.6,6951627.17,1.2,447.34,12.3,121297.2,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,136SMPL.d,12/09/21 10:18 PM,,Sample,,1203_3_50-10,,1823.47,1.5,,,176,19.9,50,60,3411231.17,1.6,532.68,14.4,138,12.4,76.67,19.9,40,17.3,20.67,20.1,1553952.87,1.9,1702539.4,0.8,104.67,24.3,125.33,33.7,40.67,45.7,142.67,32.6,46,30.4,614.69,2.2,794045.36,0.3,187.33,26.2,118195.67,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,137SMPL.d,12/09/21 10:23 PM,,Sample,,1203_3_50-30,,1837.47,4,,,258.67,14.2,20,86.6,11874156,0.7,719.36,13.9,142.67,19.4,60,44.1,46,15.7,25.33,29.9,6762227.83,0.6,7498183.85,0.8,248.67,3.3,133.33,23.5,30,20,102,30.6,60.67,11.6,2530.93,3.3,4128195.08,0.5,301.34,9.6,118101.62,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,138SMPL.d,12/09/21 10:28 PM,,Sample,,check2_10-30,,1704.78,3.8,,,262.67,4.2,33.33,62.4,13166778.33,0.3,567.35,12.8,162,5.4,80,33.1,46,30.4,20,50,9397893.33,0,10375218.8,1,265.34,12,122,16.6,40.67,36.9,120.67,15.8,50.67,28,3173.08,2.5,5750866.33,0.5,394.68,10.9,122206.36,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,139SMPL.d,12/09/21 10:33 PM,,Sample,,check2_10-60,,1740.13,3.4,,,320.01,5.1,23.33,65.5,26117663.33,1.1,660.69,10.9,157.33,8.2,80,33.1,47.33,16,34.67,17.6,18747830.67,0.5,20620145.94,0.4,510.01,8.8,135.33,11.3,39.33,32.7,129.33,17.6,60,24,6045.48,3.2,11305005.33,1,641.35,4.1,120982.51,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,140SMPL.d,12/09/21 10:38 PM,,Sample,,check2_50-10,,1732.12,4.9,,,153.33,11.8,16.67,34.6,4397089.5,0.4,452.01,11.3,127.33,18.7,53.33,57.3,38.67,43.4,14,51.5,3189051.92,1,3509589.01,0.5,99.33,16.3,95.33,23.6,26.67,30.3,96,22.5,36.67,27.5,1108.72,7.8,1971603.08,1.1,212.67,23.3,118222.5,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,141SMPL.d,12/09/21 10:43 PM,,Sample,,check2_50-30,,1702.79,4,,,247.34,12.2,23.33,49.5,13068075.33,0.6,540.02,25.3,136,41.9,46.67,44.6,38.67,36.3,14,28.6,9262001,0.1,10278256.93,0.5,281.34,7,94,47.4,24,25,80,33.6,37.33,3.1,3059.05,4,5709118,0.4,360.68,13.2,118737.41,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,142SMPL.d,12/09/21 10:48 PM,,Sample,,3189_1_10-30,,1723.46,2.4,,,208.67,14.7,20,86.6,2583477.67,1.4,324.67,25.1,94,27.2,50,52.9,34,5.9,12.67,9.1,883133.42,0.2,974128.56,0.4,66,8,80,51.1,22.67,57.4,75.33,45.2,35.33,47.1,362.01,15.4,776214.08,0.4,123.33,23.4,122588.92,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,143SMPL.d,12/09/21 10:53 PM,,Sample,,cal check 50 #3,,1251112.25,0.5,,,2864520.5,1.1,40,90.1,3839392.83,1.1,3692836.17,1,4523349.17,0.9,1292464.95,0.6,828952.21,0.1,726832.86,0.8,2499373.08,1,2755305.17,0.5,876222.13,0.1,5361864.5,0.3,1352822.67,1.2,5372941.5,0.7,1885911.88,0.4,5614533,0.8,1310726.79,0.9,5721995.17,1,123261.76,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,144SMPL.d,12/09/21 10:58 PM,,Sample,,blank,,5901.31,2.6,,,143.33,12.6,3.33,173.2,789.37,17.4,362.68,9.1,163.33,8.2,90,50.9,52,10.2,32.67,31.4,368.68,17,413.36,28.7,28,7.1,194.67,9.3,48,4.2,200,9.5,61.33,28.1,213.33,18.2,242.67,6,218,21.7,122232.54,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,145SMPL.d,12/09/21 11:03 PM,,Sample,,3189_1_10-60,,2262.87,1.7,,,309.34,5,26.67,57.3,14507372.67,1.5,544.02,2,170.67,26.4,50,20,44,12,27.33,27.7,6682480.33,1.1,7385505.1,1,312.68,7.7,144,13.2,37.33,26.4,156.67,10.2,55.33,24.6,2375.57,2.8,5126561.33,0.5,364.01,11.4,121299.89,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,146SMPL.d,12/09/21 11:08 PM,,Sample,,3189_1_50-10,,2083.51,3.2,,,255.33,3.6,23.33,89.2,3037648.17,0.5,507.35,14.2,162,8.6,80,57.3,38.67,49.7,25.33,38.9,1231049.37,1.5,1366119.25,0.3,86.67,8.7,139.33,16.8,33.33,36.7,139.33,16.6,51.33,52.3,526.02,4,580672,0.1,182.67,25.2,118490.13,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.256925 is below the allowed minimum = 0.950000,FALSE,147SMPL.d,12/09/21 11:13 PM,,Sample,,3189_1_50-30,,1856.14,1.2,,,258.67,12.3,23.33,49.5,10683399.33,0.7,620.69,17.1,135.33,30.3,60,33.3,54,29.4,18,40.1,5445209,0.2,6003222.62,0.9,231.33,2.2,110,43.3,33.33,48.1,122,26.8,44,12,1896.82,5.1,3393124.75,1.1,256,18,117587.05,0.5
