Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,096SMPL.d,12/21/2021 21:01,,Sample,,50-30_2_d4,,2234.86,1.4,,,198,19.5,50,40,11669719,0.3,488.01,7.8,130,14.7,40,25,32,27.2,20.67,11.2,5752912.67,0.6,6388585.95,1.1,251.34,7.1,101.33,26.5,33.33,38.1,118.67,16.6,46.67,10.8,2189.54,3.3,3637171,0.4,290.67,20.4,157317.39,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,097SMPL.d,12/21/2021 21:06,,Sample,,50-30_2_d5,,2209.53,0.9,,,202.67,14,33.33,34.6,9600150,0.5,443.34,14.7,128,25.1,43.33,13.3,32,37.5,16.67,38.6,3921829.42,0,4322687.96,0.3,193.33,12.1,92.67,34.4,33.33,48.1,93.33,46.1,35.33,45.8,1498.1,4.4,2474236.17,0.6,198,20.3,161946.8,4.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1138.76 is over the calibration range,FALSE,098SMPL.d,12/21/2021 21:11,,Sample,,50-30_2_d6,,2214.86,1.5,,,162.67,9.4,63.33,18.2,7934288.67,0.6,378.01,6.1,117.33,27,33.33,45.8,26,26.6,14.67,7.9,2755500.67,0.7,3055441.1,0.5,194.67,12.3,74,35.1,26,26.6,77.33,28.8,29.33,30.7,1008.72,11.8,1705778.25,0.5,162,15,158208.72,1.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,099SMPL.d,12/21/2021 21:16,,Sample,,cal check 50 #2,,1682403.67,1.8,,,3489504.33,0.6,43.33,70.5,4460028.5,0.8,4336770.17,0.6,5286717.33,0.5,1479409.61,0.3,958292.58,0.4,836658.25,0.4,2870134.08,1,3181437.24,0.5,1005389.12,0.6,6160387.67,1,1572384.12,1.6,6167757.33,0.4,2124759.75,0.8,6440203,0.5,1478652.88,0.6,6486040.33,0.3,163115.98,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,100SMPL.d,12/21/2021 21:21,,Sample,,blank,,7588.15,1.2,,,142,5.1,23.33,49.5,588.02,15.5,199.33,13.6,174.67,17.8,46.67,75.3,26,20.4,24.67,12.4,315.34,11.1,323.35,17.9,29.33,20.8,199.33,8.4,50.67,12.7,199.33,20.6,59.33,32,212.67,5.7,176,13.8,202.67,20,164517.04,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,101SMPL.d,12/21/2021 21:26,,Sample,,50-30_2_d7,,3005.69,1.3,,,139.33,5.4,40,43.3,5773573.5,0.2,333.34,9.6,123.33,13.8,63.33,65.7,31.33,7.4,16.67,18.3,1753965.96,1.8,1934458.98,0.3,125.33,3.7,100.67,36.2,24,66.1,86,20.3,36,14.7,688.02,4.8,1006757.54,0.4,134.67,9.9,157205.03,1.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1198.69 is over the calibration range,FALSE,102SMPL.d,12/21/2021 21:31,,Sample,,50-30_2_d8,,2581.6,1.3,,,113.33,34.1,66.67,22.9,4247072.17,0.4,243.34,15.4,59.33,15.2,10,0,20.67,56.7,7.33,15.7,1201280.21,0.5,1344483.42,1.6,86.67,17.5,22.67,62.6,8.67,93.3,24,14.4,16,25,434.01,8.5,670121.27,0.3,62.67,8,156022.29,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1498.37 is over the calibration range,FALSE,103SMPL.d,12/21/2021 21:36,,Sample,,c4r_10-30,,2288.87,6.2,,,403.34,7.1,83.33,50,16141237.67,1,549.35,9.8,156.67,6,60,28.9,53.33,8.7,26,40,11118385,0.7,12339830.24,0.2,353.34,7.5,95.33,20.4,34,20.4,127.33,30.1,43.33,14.1,4160.05,0.8,6712876.83,0.5,427.34,5.9,162295.69,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,104SMPL.d,12/21/2021 21:41,,Sample,,c4r_10-60,,2058.84,3.1,,,668.69,5.1,23.33,49.5,31476616.67,0.4,717.36,3.6,141.33,13.1,86.67,52,60,12,33.33,3.5,22174776,0.6,24792622.96,0.9,648.02,2.2,123.33,8.2,44.67,9.3,116.67,23.7,56.67,19.4,8037.26,0.7,13284372,0.1,690.69,10,160367.36,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1078.82 is over the calibration range,FALSE,105SMPL.d,12/21/2021 21:46,,Sample,,c4r_50-10,,2212.86,5,,,648.69,8.8,60,33.3,5298507.17,0.6,486.68,6.7,166.67,33.8,73.33,41.7,58.67,16.8,26,35.3,3767064.17,0.5,4180853.17,0.1,126.67,13.4,118.67,33.8,42,20.8,132.67,44.3,56,47.2,1448.1,3.8,2295585.58,0.8,208.67,28.3,155952.89,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,106SMPL.d,12/21/2021 21:51,,Sample,,c4r_50-30,,2208.88,5.7,,,770.7,0.8,46.67,44.6,15791329,0.9,676.69,6.4,139.33,5,110,24.1,64.67,7.1,24,16.7,11050638.33,0.9,12403012.32,0.5,336.01,5.1,93.33,16.1,48,25,95.33,12.6,60.67,8.3,4049.35,1.2,6695361.17,1.9,382.68,12.5,156691.11,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1857.97 is over the calibration range,FALSE,107SMPL.d,12/21/2021 21:56,,Sample,,b_d1r0,,8748.72,6.1,,,46505.37,2,103.33,14.8,352147.29,1.2,979112.75,1.4,84230.38,1.4,73011.1,1.7,53722.04,1.1,6716.45,1.7,2201.54,9.4,2533.67,2.5,7142.71,3.5,4720.91,0.8,4897.64,1.6,3619.21,4.2,3145.08,3.8,1258.07,1.4,1853.48,3,1040.05,6.1,169229.69,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2577.31 is over the calibration range,FALSE,108SMPL.d,12/21/2021 22:01,,Sample,,b_d1r1,,7131.9,2.9,,,52350.17,0.3,143.34,8.1,415975.21,0.4,1224911.21,0.3,99619.29,0.1,84155.31,0.6,62256.85,0.9,8079.25,0.6,2524.93,4.6,2770.42,9.9,8526.22,0.8,5719.32,1.2,5847.38,2.7,4127.36,2,3497.84,0.8,1319.41,10.7,1937.5,3.5,1160.06,9.6,167123.33,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1918.03 is over the calibration range,FALSE,109SMPL.d,12/21/2021 22:06,,Sample,,b_d1r2,,7585.48,1.7,,,48806.84,0.5,106.67,47.2,385337.16,0.7,1098974.96,1.5,93444.28,0.4,81347.11,0.7,59306.22,0.6,7462.22,1.8,2154.86,10.2,2530.35,2.1,7677.68,1.3,5017.7,2.4,5263.12,1.5,3817.93,2.6,3429.82,2.1,1254.74,9.2,1844.15,3.8,1157.39,1.4,165848.47,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2517.38 is over the calibration range,FALSE,110SMPL.d,12/21/2021 22:11,,Sample,,b_d2r0,,8318.83,9,,,40505.92,0.6,140.01,18.9,302417.03,0.5,865528.19,0.2,76300.88,0.4,68570.06,1.4,50206.68,0.8,6194.2,1.2,1960.83,5.5,2176.94,7.2,6436.33,1.6,4197.38,2.3,4446.8,0.9,3107.07,3.6,2810.33,1.4,1136.73,2,1568.11,3.3,1032.72,5.6,166315.08,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,111SMPL.d,12/21/2021 22:16,,Sample,,cal check 100 #2,,3193015.75,0.8,,,6584493.33,0.4,30,66.7,8574762.67,0.4,8271987.5,0.6,10186428.67,0.8,2870509.54,2,1931961.21,0.5,1682488.13,1.1,5460878.17,0.1,6048590.95,0.7,2014194.16,1.1,11903649.33,0.3,3038153,0.1,11800811.33,0.4,4092420.67,1.3,12526531,1.8,2848769.83,1.6,12654320,0.8,161275.56,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,112SMPL.d,12/21/2021 22:21,,Sample,,blank,,9581.39,3.3,,,159.33,14.1,13.33,86.6,354.68,11.4,241.33,5,197.33,13.4,43.33,26.6,35.33,27.9,35.33,22.9,198.67,20,230.01,24.2,39.33,47.2,221.33,15.2,56,35.7,228.67,13.6,80.67,26,226.67,15,120.67,13.3,233.33,9.2,159406.67,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1438.43 is over the calibration range,FALSE,113SMPL.d,12/21/2021 22:26,,Sample,,b_d2r1,,8368.61,1,,,35468.37,1.7,80,12.5,276092.63,0.6,795653.67,0.5,70259.04,0.3,61390.29,1.3,45512.02,0.6,5761.99,1,1735.47,6.9,1973.56,1.3,5878.72,0.6,3783.25,1.8,3833.93,2,2798.33,2.2,2376.24,1.7,992.71,6.1,1400.09,7.1,880.7,7.2,167062.11,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1738.17 is over the calibration range,FALSE,114SMPL.d,12/21/2021 22:31,,Sample,,b_d2r2,,7744.99,3.1,,,30166.04,0.5,96.67,57,238035.5,0.4,680631.19,0.3,59712.44,0.5,53016.82,1,38978.72,1.2,4861.62,1.3,1566.77,6.2,1883.55,4.9,5012.34,2.8,3313.78,1.9,3344.46,2.9,2437.58,2.5,2101.52,1.6,924.71,6.1,1268.07,7.3,805.36,7.3,166490.57,0.1
45  Sc  [ No Gas ] :  CPS RSD value = 9.09 is over the allowed maximum = 5.00113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 9110.55 is over the calibration range,FALSE,115SMPL.d,12/21/2021 22:36,,Sample,,b_check,,19207.96,9.1,,,789091.5,0.2,506.69,15.3,5611418.83,1.4,17083474,0.1,1673201.96,1.2,1541468.83,1,1112319.46,1.8,139201.04,0.4,36664.96,1.6,40163.82,0.2,139869.2,0.9,89086.64,0.1,93249.4,0.3,64806.54,0.9,58029.51,0.5,21136.26,0.7,28194.59,1.7,18102.96,0.8,166885.16,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,116SMPL.d,12/21/2021 22:41,,Sample,,blank,,3840.57,3.5,,,118,9,30,0,728.03,21.3,469.34,11.5,149.33,14.7,80,25,38.67,10.8,24.67,38.3,307.34,26.7,356.69,23.3,34.67,29.6,126.67,21,35.33,27.9,158,19.1,49.33,22.3,149.33,18.1,187.33,23.6,154,19.6,159475.11,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,117SMPL.d,12/21/2021 22:46,,Sample,,blank,,3647.18,1.6,,,126,23.5,26.67,57.3,756.03,22.6,267.34,19.8,147.33,16.4,70,0,36.67,38.3,23.33,43.1,374.68,35.3,400.03,26.1,28,46.8,162.67,12.8,38.67,41.5,177.33,23.2,58.67,18.8,156.67,36.9,227.34,29.6,184,18.2,159544.83,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.096648 is below the allowed minimum = 0.950000,FALSE,118SMPL.d,12/21/2021 22:52,,Sample,,blank,,3527.14,3.4,,,94.67,18,33.33,121.2,496.68,16.4,194.67,11.3,87.33,35,20,86.6,28,61,16.67,38.6,224,24.7,240.01,27.3,24,52,96,22.5,36,33.3,111.33,8.1,36,16.7,115.33,13.2,141.33,19.5,117.33,27.3,160523.96,0.2
