Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.77 is over the calibration range,FALSE,110SMPL.d,,12/5/2021 4:05,Sample,,wt_2_10-60,,0.076,4.1,,,0.006,9.5,1110.774,12.5,193.403,0.8,0.008,7.5,0.004,11,0.004,16.7,0.004,23.6,0.004,12.9,149.076,0.9,149.52,0.7,0.021,14.2,0.004,11.4,0.004,24.3,0.004,10.7,0.38,0.1,0.029,0.8,206.847,0.2,0.006,7.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,111SMPL.d,,12/5/2021 4:10,Sample,,wt_2_50-10,,0.078,1.9,,,0.005,13.7,786.798,53.9,19.601,0.5,0.006,6.2,0.004,10.3,0.005,18.9,0.005,7.5,0.004,5.9,10.497,0.6,10.455,0.4,0.006,16.8,0.004,10,0.005,19.7,0.004,10.6,0.38,0,0.006,8.5,10.901,0.1,0.005,6.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,112SMPL.d,,12/5/2021 4:15,Sample,,wt_2_50-30,,0.074,3,,,0.006,10.1,879.363,9.1,113.675,1.3,0.008,0.9,0.004,16.2,0.005,32.7,0.005,30.5,0.005,16,86.057,0.8,84.639,0.5,0.014,5.1,0.004,17.3,0.004,5.5,0.004,10.4,0.38,0.3,0.018,1.5,105.072,0.8,0.005,16,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,113SMPL.d,,12/5/2021 4:20,Sample,,wt_3_10-30,,0.072,3.7,,,0.006,13.7,555.387,66.1,43.297,0.7,0.006,14.3,0.004,9,0.004,43.5,0.005,7.9,0.005,6.3,23.86,0.9,23.803,0.9,0.007,9.3,0.004,4.5,0.004,11,0.004,6.5,0.38,0.1,0.007,7.8,35.599,0.4,0.005,8.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1203.34 is over the calibration range,FALSE,114SMPL.d,,12/5/2021 4:25,Sample,,wt_3_10-60,,0.068,2.7,,,0.006,7.4,1203.338,13.3,198.504,0.6,0.007,7.1,0.004,16.5,0.005,11.5,0.004,34.7,0.004,26,152.238,0.4,151.818,1,0.021,2,0.004,17.7,0.003,28.8,0.004,13,0.379,0.1,0.028,3.9,212.179,0.6,0.006,7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,115SMPL.d,,12/5/2021 4:30,Sample,,wt_3_50-10,,0.068,3.1,,,0.002,18.4,694.234,34.6,28.606,0.4,0.003,6.3,0,9.2,0.001,33.3,0,32.7,0,N/A,16.608,0.5,16.69,0.1,0.002,31,0,17.3,0,57.3,0,24.7,0.376,0,0.003,5,16.637,0.3,0,3.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,116SMPL.d,,12/5/2021 4:35,Sample,,wt_3_50-30,,0.067,3.8,,,0.002,9.6,786.798,44.4,117.735,0.3,0.005,5.3,0,24.8,0,43.3,0.001,19.9,0,91.7,90.01,0.8,89.926,0.3,0.01,11.6,0,43.8,0,33.3,0,17.6,0.376,0,0.014,1.3,111.155,0.5,0.001,5.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,117SMPL.d,,12/5/2021 4:40,Sample,,wtc1_1_10-30,,0.065,0.6,,,0.002,9,694.234,40,43.826,0.9,0.002,7.1,0,36.7,0.001,89.2,0.001,10.8,0,66.7,24.186,0.8,24.325,0.6,0.004,15.7,0,10,0,49.5,0,19.2,0.376,0,0.004,4.5,34.374,0.5,0,20.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,118SMPL.d,,12/5/2021 4:45,Sample,,wtc1_1_10-60,,0.065,3,,,0.002,12.7,740.516,28.6,194.462,0.3,0.004,1.1,0,26.7,0,100,0,15.7,0,114.6,146.221,1.4,144.304,0.6,0.016,5.3,0,16.7,0,75.5,0,39.7,0.376,0,0.024,1.7,203.554,0.7,0.002,6.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,119SMPL.d,,12/5/2021 4:50,Sample,,cal check 10 #3,,7.799,1,,,8.46,0.2,323.976,99,8.755,0.5,8.73,0.5,8.767,0.4,8.831,0.5,8.836,0.4,8.814,0.1,8.942,0.7,8.918,0.4,8.769,0.5,8.92,0.2,8.956,0.9,8.994,0.6,9.298,0.5,9.083,1,8.967,0.4,9.046,0.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,120SMPL.d,,12/5/2021 4:55,Sample,,blank,,0.175,1.4,,,0.001,15,370.258,21.7,0.002,5.7,0.001,13.2,0,27.9,0.001,86.6,0.001,40,0,24.7,0.001,19.5,0.001,48.5,0.001,40.8,0,12.8,0.001,54.1,0,27.4,0.376,0.1,0.001,3.1,0.002,20,0,23.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,121SMPL.d,,12/5/2021 5:00,Sample,,wtc1_1_50-10,,0.077,3.6,,,0.001,11.4,740.516,84.5,19.89,1.4,0.002,8.8,0,31.5,0.001,86.6,0,65.5,0,65.5,10.775,0.3,10.834,0.5,0.002,13,0,75.5,0,24.7,0,28.6,0.376,0,0.002,13.6,11.355,0.3,0,20.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,122SMPL.d,,12/5/2021 5:06,Sample,,wtc1_1_50-30,,0.07,3.9,,,0.002,2.4,694.234,72.1,113.127,0.2,0.004,7.1,0,11.5,0,100,0.001,37.8,0,69.3,85.861,1.5,84.458,0.5,0.01,5,0,86.6,0,45.8,0,44.6,0.376,0,0.013,3.2,105.223,0.9,0.001,9.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,123SMPL.d,,12/5/2021 5:11,Sample,,wtc1_2_10-30,,0.065,3.7,,,0.001,7.3,601.669,35.3,38.342,0.6,0.001,3.9,0,38.5,0,100,0.001,34.6,0,86.6,20.65,1.2,21.111,1,0.004,20.1,0,108.3,0,34.6,0,74.2,0.376,0,0.003,3,29.649,0.4,0,10.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.77 is over the calibration range,FALSE,124SMPL.d,,12/5/2021 5:16,Sample,,wtc1_2_10-60,,0.064,1.5,,,0.002,12.8,1110.774,12.5,188.89,0.5,0.004,6,0,32,0.001,34.6,0,24.7,0,78.1,142.867,0.7,141.724,0.9,0.016,4.8,0,17.3,0,31.5,0,31.5,0.376,0,0.024,1.7,195.053,0.3,0.002,5.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,125SMPL.d,,12/5/2021 5:21,Sample,,wtc1_2_50-10,,0.067,2.5,,,0.003,16,555.387,25,16.969,1.7,0.003,2,0,5.9,0.001,50,0.001,0,0,17.3,9.358,0.4,9.332,0.2,0.002,24.2,0,43.3,0,70.5,0,66.1,0.376,0,0.002,8.3,9.789,0.8,0,47.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1157.06 is over the calibration range,FALSE,126SMPL.d,,12/5/2021 5:26,Sample,,wtc1_2_50-30,,0.064,1.5,,,0.003,21.2,1157.056,27.7,111.082,0.3,0.005,3.1,0,16.2,0.001,17.3,0.001,12.5,0,65.5,83.533,0.8,82.523,0.7,0.009,3,0,69.3,0,17.3,0,16.7,0.376,0,0.013,2.2,102.868,0.2,0.001,2.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,127SMPL.d,,12/5/2021 5:31,Sample,,wtc1_3_10-30,,0.065,3.6,,,0.002,6.7,971.973,28.6,42.202,0.6,0.003,8.1,0,22.9,0.001,49.5,0.001,28.6,0,88.2,23.451,0.7,23.258,0.8,0.004,4.1,0,33.3,0,100,0,33.3,0.376,0,0.004,6.9,34.167,0.3,0,25.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,128SMPL.d,,12/5/2021 5:36,Sample,,wtc1_3_10-60,,0.062,0.7,,,0.003,5,740.516,65.8,189.625,0.3,0.005,10.6,0,9.2,0.002,43.3,0.001,36.3,0,43.3,142.214,0.4,143.142,0.6,0.018,6.3,0,74.2,0,60.3,0,37.8,0.376,0,0.023,2.1,199.712,0.7,0.002,6.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,129SMPL.d,,12/5/2021 5:41,Sample,,wtc1_3_50-10,,0.065,1.6,,,0.003,6.3,601.669,53.3,22.272,0.2,0.003,4.2,0,28.2,0,100,0.001,24,0,66.7,12.426,0.2,12.401,0.1,0.002,12,0,35.3,0,13.3,0,52.9,0.376,0,0.002,4.7,12.968,0.2,0,16.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,130SMPL.d,,12/5/2021 5:46,Sample,,wtc1_3_50-30,,0.065,1.7,,,0.003,1.3,740.516,21.7,118.296,0.3,0.005,8.4,0,26,0.001,57.3,0.001,20,0.001,52.9,90.358,1.2,89.974,0.4,0.011,12,0,20,0,66.7,0,40,0.376,0,0.015,1.2,110.756,0.3,0.001,11.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,131SMPL.d,,12/5/2021 5:51,Sample,,cal check 25 #3,,20.172,0.6,,,22.148,1,416.54,66.7,22.568,0.3,22.649,0.5,22.707,1,22.012,0.5,21.927,0.4,21.934,0.5,23.071,0.7,23.216,0.9,21.85,0.1,23.02,0.6,22.313,0.2,23.065,0.7,22.653,0.4,23.06,1,22.387,0.2,23.103,1.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,132SMPL.d,,12/5/2021 5:56,Sample,,blank,,0.204,0.4,,,0.001,5.7,694.234,20,0.001,9.1,0.001,13.9,0.001,19.9,0.001,45.8,0,96.6,0.001,0,0.001,10.9,0.001,44.6,0,26.6,0.001,30.1,0.001,47.2,0.001,15,0.376,0,0.001,21.2,0.002,42.5,0.001,35.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,133SMPL.d,,12/5/2021 6:01,Sample,,wtc2_1_10-30,,0.08,0.5,,,0.002,12.5,740.516,39,47.057,0.9,0.003,0.9,0,21.8,0.002,13.3,0.001,17.6,0,17.3,26.686,1.5,26.524,0.2,0.005,8.7,0,20.1,0,44.4,0,10.8,0.376,0.1,0.004,9.8,39.111,0.5,0.001,8.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,134SMPL.d,,12/5/2021 6:06,Sample,,wtc2_1_10-60,,0.067,3.8,,,0.003,4.2,740.516,65.8,193.221,0.9,0.005,13.1,0,23.5,0.001,34.6,0.001,41.7,0,57.3,144.596,0.3,144.256,0.8,0.018,7.1,0,56.8,0,43.3,0,47.9,0.376,0,0.023,2.7,204.579,0.9,0.002,10.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,135SMPL.d,,12/5/2021 6:11,Sample,,wtc2_1_50-10,,0.068,2.3,,,0.003,4.9,786.798,66.8,21.933,1.3,0.003,2.1,0,16.7,0.001,65.5,0.001,23.5,0,86.6,12.32,0.3,12.319,0.3,0.002,14.3,0,12.4,0,20,0,24.7,0.376,0,0.002,13.6,12.767,0.3,0,15.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,136SMPL.d,,12/5/2021 6:17,Sample,,wtc2_1_50-30,,0.068,4.7,,,0.003,15.1,416.54,33.3,118.959,0.9,0.005,5.3,0,26.6,0.001,95.8,0.001,21.7,0,57.3,94.19,1.4,93.466,0.6,0.011,3.8,0,78.7,0,58.1,0,43.3,0.376,0,0.015,4,115.224,1.6,0.001,12.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,137SMPL.d,,12/5/2021 6:22,Sample,,wtc2_2_10-30,,0.064,4.3,,,0.002,6.6,555.387,66.1,43.595,1.1,0.002,8.1,0,27.6,0.001,34.6,0.001,24.1,0,86.6,24.494,1.1,24.536,1,0.004,18.6,0,94.4,0,44.6,0,43.3,0.376,0.1,0.004,6,33.663,0.1,0,6.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,138SMPL.d,,12/5/2021 6:27,Sample,,wtc2_2_10-60,,0.061,3.7,,,0.003,2,647.951,81.1,189.096,0.4,0.004,6.8,0,3.5,0,114.6,0.001,24.1,0,24.7,142.08,0.6,141.843,0.4,0.017,5.1,0,114.6,0,34.6,0,33.3,0.376,0.1,0.022,3.7,196.543,0.4,0.002,11.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,139SMPL.d,,12/5/2021 6:32,Sample,,wtc2_2_50-10,,0.065,1.3,,,0.002,23.1,601.669,58.1,22.673,0.6,0.002,4.2,0,17.3,0.001,33.3,0.001,45.6,0,33.3,12.563,0.5,12.554,0.6,0.002,31.1,0,15.7,0,173.2,0,57.7,0.376,0,0.002,7.3,12.54,0.3,0,29.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,140SMPL.d,,12/5/2021 6:37,Sample,,wtc2_2_50-30,,0.065,3.7,,,0.002,4.5,833.08,57.7,116.645,0.3,0.005,5.2,0,15.8,0.001,69.3,0.001,26.6,0,0,89.401,0.7,88.488,0.9,0.011,7.4,0,25,0,56.8,0,45.8,0.376,0,0.014,3.4,107.8,0.4,0.001,7.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,141SMPL.d,,12/5/2021 6:42,Sample,,wtc2_3_10-30,,0.06,1.9,,,0.002,7.7,740.516,10.8,46.205,0.8,0.002,6.6,0,18.2,0,0,0.001,20,0,86.6,26.187,1.1,25.931,0.5,0.004,1.3,0,86.6,0,32.7,0,68.6,0.376,0,0.004,13,36.422,0.1,0,4.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,142SMPL.d,,12/5/2021 6:47,Sample,,wtc2_3_10-60,,0.061,0.5,,,0.002,11.8,462.822,17.3,188.086,0.5,0.004,12.6,0,24.4,0,86.6,0,43.3,0,65.5,141.175,0.9,140.681,0.7,0.017,2.3,0,78.1,0,96.4,0,20,0.376,0,0.023,4.6,197.07,0.3,0.002,6.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,143SMPL.d,,12/5/2021 6:52,Sample,,cal check 50 #3,,43.699,1.1,,,44.501,0.4,647.951,32.7,45.318,0.5,45.535,1.1,45.263,0.8,46.998,1.5,45.022,0.4,44.947,0.2,47.147,1.5,46.907,0.3,44.936,0.4,45.689,0.5,47.574,0.5,46.472,0.5,47.69,0.6,46.472,0.9,47.533,1.6,46.445,0.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,144SMPL.d,,12/5/2021 6:57,Sample,,blank,,0.226,1.9,,,0.001,13.6,601.669,26.6,0.002,10.9,0.002,13.9,0.001,14.3,0.001,50,0.001,22.2,0.001,22.3,0.001,18.3,0.002,10.2,0.001,33.3,0.001,3.2,0.001,16.9,0.001,16.1,0.377,0.1,0.001,5.8,0.002,23.1,0.001,13.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,145SMPL.d,,12/5/2021 7:02,Sample,,wtc2_3_50-10,,0.083,2.4,,,0.002,13.8,601.669,26.6,19.258,1,0.002,11.5,0.001,14.5,0.001,57.3,0.001,21.7,0,49.5,10.86,0.3,10.828,0.3,0.002,37.7,0,15.6,0,33.3,0,22.2,0.376,0,0.002,3.9,10.947,0.6,0,16.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,146SMPL.d,,12/5/2021 7:07,Sample,,wtc2_3_50-30,,0.072,3,,,0.002,18.9,462.822,62.4,113.426,0.4,0.004,1.1,0,34.5,0.001,100,0.001,40.1,0,0,87.46,0.6,87.543,0.7,0.01,7.5,0,57.7,0,24.7,0,28.5,0.376,0,0.014,7.2,107.425,1.1,0.001,8.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,147SMPL.d,,12/5/2021 7:12,Sample,,qwt_1_10-30,,0.065,6.3,,,0.002,25.7,555.387,66.1,59.652,1,0.002,9.2,0,21.8,0.001,50,0.001,14.8,0,0,36.718,0.9,36.623,0.2,0.006,8.6,0,49.5,0,20,0,24.1,0.376,0,0.005,2.3,54.917,0.5,0.001,15.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,148SMPL.d,,12/5/2021 7:17,Sample,,qwt_1_10-60,,0.064,2.2,,,0.003,13.2,925.645,43.3,205.455,1.1,0.004,5.4,0,31.4,0.001,57.3,0.001,32.8,0,62.4,159.891,1.1,157.574,0.2,0.018,2.5,0,0,0,57.7,0,34.6,0.376,0,0.026,2.4,225.693,0.9,0.002,6.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,149SMPL.d,,12/5/2021 7:22,Sample,,qwt_1_50-10,,0.066,1.2,,,0.002,16.4,370.258,57.3,35.273,0.6,0.003,7.5,0,25.9,0.001,69.3,0.001,46.6,0.001,13.3,23.466,1.2,23.321,1.3,0.004,1.6,0,57.3,0,62.4,0,100,0.376,0,0.004,4.5,22.064,0.2,0,14.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,150SMPL.d,,12/5/2021 7:27,Sample,,qwt_1_50-30,,0.068,5,,,0.003,14.8,740.516,10.8,127.059,1,0.005,4.9,0,9.4,0.001,17.3,0.001,39.2,0,69.3,105.052,0.7,104.399,0.4,0.012,11.3,0,45.8,0,36.7,0,100,0.376,0,0.017,0.9,126.438,0.5,0.001,20.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,151SMPL.d,,12/5/2021 7:33,Sample,,qwt_2_10-30,,0.059,6.8,,,0.002,3.2,971.973,14.3,71.355,1.2,0.002,3.1,0,21,0.001,57.7,0.001,28.6,0,57.3,47.118,1.1,46.918,1.7,0.006,11.8,0,13.1,0,63,0,16.7,0.376,0,0.007,4.8,68.248,1.4,0.001,6.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,152SMPL.d,,12/5/2021 7:38,Sample,,qwt_2_10-60,,0.061,1.9,,,0.003,6.3,601.669,70.5,215.481,1,0.004,7,0,9.4,0.001,91.7,0.001,33.1,0,78.1,174.858,0.5,174.21,0.8,0.018,13.8,0,37.8,0,10.8,0,52.7,0.376,0.1,0.027,0.1,239.062,0.4,0.002,4.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,153SMPL.d,,12/5/2021 7:43,Sample,,qwt_2_50-10,,0.063,1.1,,,0.002,16.9,971.973,14.3,35.054,0.4,0.003,5.2,0.001,27.7,0.001,31.5,0.001,12.4,0.001,13.3,22.956,0.8,23.354,1,0.004,7.5,0.001,31.3,0.001,44.2,0.001,35.3,0.377,0.1,0.004,11.7,21.72,0.7,0.001,27.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,154SMPL.d,,12/5/2021 7:48,Sample,,qwt_2_50-30,,0.063,5.2,,,0.002,15.4,647.951,12.4,128.594,0.9,0.005,9.4,0.001,28.7,0.001,25,0.001,31.1,0.001,45.1,106.307,0.2,105.267,0.4,0.012,4.4,0.001,28.2,0.001,52.9,0.001,25.6,0.377,0.1,0.017,2.6,125.882,0.7,0.002,5.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,155SMPL.d,,12/5/2021 7:53,Sample,,cal check 100 #3,,86.549,1.8,,,84.965,0.5,462.822,62.4,87.704,1.2,87.164,0.4,88.084,0.3,91.402,0.8,91.498,0.5,90.917,0.8,90.525,1.1,89.163,0.3,91.842,0.6,89.129,0.7,92.656,1.6,89.611,1.2,91.82,0.8,89.732,0.6,92.827,1.1,89.757,0.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,156SMPL.d,,12/5/2021 7:57,Sample,,blank,,0.247,2.5,,,0.003,20.7,647.951,32.7,0.01,24.8,0.003,14.3,0.002,4.1,0.004,14.8,0.003,31.2,0.003,25.8,0.008,15.6,0.008,18.5,0.002,14.7,0.002,22.2,0.002,22.7,0.002,7,0.378,0.2,0.002,12.9,0.009,22.3,0.002,16.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,157SMPL.d,,12/5/2021 8:03,Sample,,qwt_3_10-30,,0.088,2.2,,,0.003,6,555.387,50,62.074,0.6,0.003,7.7,0.002,13.4,0.003,20.8,0.002,39.3,0.002,43.5,40.206,0.7,39.998,0.7,0.007,12.5,0.001,8.8,0.001,26.5,0.001,24.1,0.377,0.1,0.008,1.1,56.285,0.8,0.002,15.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,158SMPL.d,,12/5/2021 8:08,Sample,,qwt_3_10-60,,0.074,4,,,0.005,2.1,786.798,27,211.038,0.4,0.005,5.2,0.002,3.9,0.003,18.3,0.002,22.2,0.002,17.7,170.834,1,170.419,1.4,0.02,6,0.001,15.2,0.001,17.3,0.001,0,0.377,0.1,0.028,2.1,229.951,1,0.003,2.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,159SMPL.d,,12/5/2021 8:13,Sample,,qwt_3_50-10,,0.07,0.6,,,0.004,12.7,879.363,50.8,34.576,0.4,0.004,13.2,0.002,39.5,0.002,56.7,0.002,6.7,0.001,41.7,23.214,0.7,23.158,0.7,0.005,23.6,0.001,48.2,0.001,25.6,0.001,35.2,0.377,0.1,0.005,17.3,22.736,0.2,0.002,27.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1018.21 is over the calibration range,FALSE,160SMPL.d,,12/5/2021 8:18,Sample,,qwt_3_50-30,,0.067,5.8,,,0.004,13.9,1018.209,28.4,126.942,0.6,0.006,6.9,0.001,11.5,0.002,57.3,0.002,33.6,0.002,0,105.6,1.2,104.636,0.7,0.013,5.6,0.001,33,0.002,31.8,0.001,10,0.377,0.1,0.018,3.7,125.681,0.5,0.003,4.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1434.80 is over the calibration range,FALSE,161SMPL.d,,12/5/2021 8:23,Sample,,alexa_1,,0.213,2.7,,,1.742,0.5,1434.796,22.4,7.987,0.1,27.499,1.5,2.092,0.2,7.332,0.4,8.042,0.5,1.196,1.5,0.11,3.1,0.115,2.1,1.033,1.7,0.113,1.4,0.477,0.4,0.089,1,0.602,1.3,0.031,3.9,0.181,1.8,0.027,3.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1481.08 is over the calibration range,FALSE,162SMPL.d,,12/5/2021 8:28,Sample,,alexa_14,,0.198,3.3,,,0.196,1.6,1481.078,23.6,1.123,0.4,1.623,0.8,0.262,0.7,0.976,3.8,1.073,1,0.15,1,0.02,5.3,0.02,10.3,0.119,5,0.013,5.5,0.049,5.9,0.009,7.3,0.401,0.3,0.004,6.3,0.025,11.1,0.004,1.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,163SMPL.d,,12/5/2021 8:33,Sample,,blank,,0.103,2.2,,,0.001,20.6,647.951,44.6,0.008,25.7,0.002,12.3,0.001,28.4,0.001,88.2,0.001,36.3,0.001,80.4,0.006,27,0.007,26.5,0.001,14.3,0.001,36.7,0.001,6.9,0.001,25.5,0.377,0,0.001,28,0.009,33.6,0.001,20.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,164SMPL.d,,12/5/2021 8:38,Sample,,blank,,0.101,2.9,,,0.001,8.9,601.669,35.3,0.008,5.9,0.002,1.6,0.001,20.9,0.001,21.7,0.001,7.7,0.001,14.8,0.006,13.8,0.007,8.2,0.001,16.7,0.001,28.1,0.001,14.1,0.001,8.5,0.377,0,0.001,12.6,0.008,11.9,0.001,16.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,165SMPL.d,,12/5/2021 8:43,Sample,,blank,,0.102,1.3,,,0.001,20.5,555.387,100,0.009,27.5,0.002,25,0.001,12,0.001,45.8,0.002,38.8,0.001,48.7,0.007,37.9,0.006,47.4,0.001,12.1,0.001,28.9,0.001,21.5,0.001,34.6,0.377,0.1,0.001,20.3,0.008,20.8,0.001,28.6,,
