Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1157.06 is over the calibration range,FALSE,104SMPL.d,,12/5/2021 3:35,Sample,,wt_1_10-60,,2172.85,0.5,,,361.34,5,83.33,13.9,17402065.33,0.1,636.69,4.8,276.68,8,100,45.8,62.67,29.7,54,23.1,7900248.33,0.4,8701807.99,0.7,392.01,6.6,325.34,15.7,80.67,18.9,350.68,25.8,108.67,19.9,3244.44,3.5,5644657.83,0.4,600.02,6.7,148140.01,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,105SMPL.d,,12/5/2021 3:40,Sample,,wt_1_50-10,,2540.92,1.5,,,408.68,11.8,46.67,44.6,2000906.29,0.2,499.35,10.4,474.68,15.1,136.67,54.9,82,23.3,72.67,22.2,668146.31,0.3,742086.94,0.3,122,12.8,520.68,15,136.67,4.7,504.68,17.5,166.67,6.6,747.36,11,349562.01,0.3,583.35,14.1,143235.98,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,106SMPL.d,,12/5/2021 3:45,Sample,,wt_1_50-30,,2480.24,5,,,420.68,13.8,36.67,63,10504302.67,0.3,661.36,7.6,372.68,21.8,116.67,51.7,83.33,5,72,29,4791352.17,1.4,5332800.55,0.4,286.01,3.6,434.01,17.9,108,9.8,419.35,20,145.33,19.1,2028.18,4.1,2971600.42,0.7,555.35,5.3,144895.25,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,107SMPL.d,,12/5/2021 3:50,Sample,,cal check 100 #2,,3020384,0.9,,,6274134.67,0.4,40,0,8041488.67,0.4,7727727.5,0.4,9418589.67,0.4,2635759.91,0.9,1777869.46,1,1550802.42,1.5,5040466.17,1.2,5576320.96,1,1864779.88,2.4,10851144.33,0.5,2762436.5,0.7,10755511.33,0.9,3738061.42,1.3,11224244.33,0.6,2595095.08,0.2,11362126.67,1.1,152088.11,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,108SMPL.d,,12/5/2021 3:54,Sample,,blank,,8822.89,2.6,,,372.68,19.4,56.67,62,2043.51,12.5,454.01,12.7,498.01,19.1,170.01,21.2,107.33,7.5,82,16.9,908.71,15.9,1053.41,15.3,110,34.7,600.02,11.7,148,4.9,558.02,13.6,186,14.9,598.68,16.9,596.68,14.6,614.69,17.5,147732.46,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,109SMPL.d,,12/5/2021 4:00,Sample,,wt_2_10-30,,3135.71,2.1,,,416.68,13.1,66.67,31.2,3699069.92,1.1,498.01,1.1,480.68,4.4,160.01,31.3,100,2,70,15.9,1233515.37,0.5,1361021.18,1,168.67,17.8,533.35,8.3,134.67,5.6,492.68,2.6,188.67,14.9,976.05,2.1,896010.21,0.4,615.35,10.6,147678.6,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.77 is over the calibration range,FALSE,110SMPL.d,,12/5/2021 4:05,Sample,,wt_2_10-60,,2608.27,4.1,,,414.68,9.5,80,12.5,17678436.67,0.8,686.03,7.5,445.34,11,120,16.7,86,23.6,58.67,12.9,8197161.17,0.9,9166555.28,0.7,423.34,14.2,500.02,11.4,108,24.3,428.68,10.7,160,6.6,3545.19,0.8,5765145.17,0.2,739.36,7.5,147720.14,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,111SMPL.d,,12/5/2021 4:10,Sample,,wt_2_50-10,,2696.96,1.9,,,392.01,13.7,56.67,53.9,1791657.08,0.5,520.02,6.2,448.68,10.3,140.01,18.9,100.67,7.5,70.67,5.9,577210,0.6,640948.79,0.4,119.33,16.8,510.02,10,136.67,19.7,464.68,10.6,182.67,3.3,717.36,8.5,303832.08,0.1,580.69,6.4,143065.27,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,112SMPL.d,,12/5/2021 4:15,Sample,,wt_2_50-30,,2562.26,3,,,430.68,10.1,63.33,9.1,10390760.33,1.3,717.36,0.9,448.68,16.2,140.01,32.7,89.33,30.5,82,16,4731973,0.8,5188949.19,0.5,277.34,5.1,510.02,17.3,127.33,5.5,513.35,10.4,178,26.6,2272.22,1.5,2928523.33,0.8,683.36,16,142933.35,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,113SMPL.d,,12/5/2021 4:20,Sample,,wt_3_10-30,,2460.24,3.7,,,411.34,13.7,40,66.1,3957662.5,0.7,488.68,14.3,454.68,9,126.67,43.5,88,7.9,84,6.3,1311982.67,0.9,1459303.73,0.9,143.33,9.3,508.01,4.5,120.67,11,489.35,6.5,161.33,6.1,922.04,7.8,992201.23,0.4,597.35,8.2,147446.64,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1203.34 is over the calibration range,FALSE,114SMPL.d,,12/5/2021 4:25,Sample,,wt_3_10-60,,2322.22,2.7,,,403.34,7.4,86.67,13.3,18144730.67,0.6,652.02,7.1,390.01,16.5,150.01,11.5,80.67,34.7,60,26,8371018.33,0.4,9307401.94,1,418.68,2,482.68,17.7,98.67,28.8,464.01,13,140.67,13.7,3487.84,3.9,5913746.33,0.6,703.36,7,147430.77,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,115SMPL.d,,12/5/2021 4:30,Sample,,wt_3_50-10,,2324.88,3.1,,,131.33,18.4,50,34.6,2614803.92,0.4,230,6.3,33.33,9.2,30,33.3,9.33,32.7,0,N/A,913228.92,0.5,1023205.64,0.1,45.33,31,6.67,17.3,5.33,57.3,4.67,24.7,8.67,13.3,359.34,5,463704.81,0.3,29.33,3.9,142152.96,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,116SMPL.d,,12/5/2021 4:35,Sample,,wt_3_50-30,,2296.21,3.8,,,180,9.6,56.67,44.4,10761840.33,0.3,416.68,5.3,41.33,24.8,13.33,43.3,15.33,19.9,3.33,91.7,4949298.5,0.8,5513033.25,0.3,200.67,11.6,14.67,43.8,6,33.3,17.33,17.6,8.67,26.6,1782.14,1.3,3098070.67,0.5,140,5.7,143582,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,117SMPL.d,,12/5/2021 4:40,Sample,,wtc1_1_10-30,,2246.87,0.6,,,160,9,50,40,4006058.83,0.9,132.67,7.1,34,36.7,23.33,89.2,10.67,10.8,6,66.7,1329872.42,0.8,1491280.76,0.6,84.67,15.7,20,10,9.33,49.5,18,19.2,8.67,26.6,470.01,4.5,958067.31,0.5,56.67,20.7,147626.14,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,118SMPL.d,,12/5/2021 4:45,Sample,,wtc1_1_10-60,,2234.2,3,,,150,12.7,53.33,28.6,17775234.67,0.3,328.01,1.1,30,26.7,10,100,7.33,15.7,2.67,114.6,8040121.67,1.4,8846751.53,0.6,323.34,5.3,12,16.7,6.67,75.5,12.67,39.7,8.67,13.3,2959.03,1.7,5673364.5,0.7,254,6.7,148539.36,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,119SMPL.d,,12/5/2021 4:50,Sample,,cal check 10 #3,,268303.69,1,,,615187.83,0.2,23.33,99,800265.02,0.5,763739.04,0.5,932459.54,0.4,254960.19,0.5,169781.5,0.4,146997.47,0.1,491698.02,0.7,546740.56,0.4,177401.06,0.5,1077510.59,0.2,264336.22,0.9,1070535.79,0.6,361718.56,0.5,1122331.37,1,249929.12,0.4,1137235.92,0.5,148923.82,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,120SMPL.d,,12/5/2021 4:55,Sample,,blank,,6036.7,1.4,,,40.67,15,26.67,21.7,165.33,5.7,114,13.2,41.33,27.9,26.67,86.6,10,40,4.67,24.7,66.67,19.5,83.33,48.5,11.33,40.8,54.67,12.8,16.67,54.1,56.67,27.4,18,44.4,64,3.1,47.33,20,58.67,23.2,147190.52,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,121SMPL.d,,12/5/2021 5:00,Sample,,wtc1_1_50-10,,2642.27,3.6,,,88.67,11.4,53.33,84.5,1818078.38,1.4,155.33,8.8,28.67,31.5,20,86.6,9.33,65.5,4.67,65.5,592471.02,0.3,664189.73,0.5,38.67,13,13.33,75.5,4.67,24.7,10.67,28.6,6.67,17.3,206.67,13.6,316479.77,0.3,22.67,20.4,142794.13,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,122SMPL.d,,12/5/2021 5:06,Sample,,wtc1_1_50-30,,2402.9,3.9,,,172.67,2.4,50,72.1,10340661,0.2,383.34,7.1,30,11.5,10,100,14,37.8,3.33,69.3,4721172.33,1.5,5177821.8,0.5,203.33,5,5.33,86.6,6.67,45.8,9.33,44.6,3.33,69.3,1634.79,3.2,2932734.33,0.9,135.33,9.8,144562.96,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,123SMPL.d,,12/5/2021 5:11,Sample,,wtc1_2_10-30,,2231.53,3.7,,,103.33,7.3,43.33,35.3,3504772.08,0.6,118.67,3.9,26.67,38.5,10,100,10,34.6,4,86.6,1135452.75,1.2,1294262.22,1,75.33,20.1,5.33,108.3,3.33,34.6,8.67,74.2,6,66.7,430.01,3,826370.08,0.4,29.33,10.4,148672.55,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1110.77 is over the calibration range,FALSE,124SMPL.d,,12/5/2021 5:16,Sample,,wtc1_2_10-60,,2216.86,1.5,,,154,12.8,80,12.5,17265899.33,0.5,330.68,6,38,32,16.67,34.6,9.33,24.7,5.33,78.1,7855701.33,0.7,8688634.87,0.9,316.01,4.8,6.67,17.3,7.33,31.5,7.33,31.5,6.67,34.6,2905.02,1.7,5436417,0.3,243.33,5.6,147000.62,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,125SMPL.d,,12/5/2021 5:21,Sample,,wtc1_2_50-10,,2318.21,2.5,,,200,16,40,25,1551071.21,1.7,252.67,2,34,5.9,20,50,24,0,6.67,17.3,514566.49,0.4,572093.01,0.2,33.33,24.2,5.33,43.3,8.67,70.5,8,66.1,8.67,58.1,195.33,8.3,272836.48,0.8,23.33,47.2,142966.9,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1157.06 is over the calibration range,FALSE,126SMPL.d,,12/5/2021 5:26,Sample,,wtc1_2_50-30,,2185.52,1.5,,,231.34,21.2,83.33,27.7,10153704.67,0.3,470.01,3.1,46.67,16.2,33.33,17.3,16,12.5,4.67,65.5,4593189.17,0.8,5059174.71,0.7,178,3,6.67,69.3,6.67,17.3,12,16.7,11.33,66.8,1644.12,2.2,2867088.83,0.2,142,2.4,142293.98,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,127SMPL.d,,12/5/2021 5:31,Sample,,wtc1_3_10-30,,2239.53,3.6,,,174.67,6.7,70,28.6,3857576.42,0.6,225.33,8.1,30.67,22.9,23.33,49.5,21.33,28.6,6,88.2,1289469.79,0.7,1425893.47,0.8,74.67,4.1,6,33.3,4,100,6,33.3,8.67,26.6,456.68,6.9,952294.39,0.3,55.33,25.6,147825.85,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,128SMPL.d,,12/5/2021 5:36,Sample,,wtc1_3_10-60,,2147.51,0.7,,,245.33,5,53.33,65.8,17333080.67,0.3,433.34,10.6,45.33,9.2,53.33,43.3,19.33,36.3,5.33,43.3,7819815,0.4,8775530.08,0.6,362.01,6.3,8.67,74.2,10.67,60.3,14,37.8,11.33,27,2833.67,2.1,5566281.33,0.7,238.67,6.4,147223.21,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,129SMPL.d,,12/5/2021 5:41,Sample,,wtc1_3_50-10,,2222.19,1.6,,,192,6.3,43.33,53.3,2035814.04,0.2,296.01,4.2,43.33,28.2,10,100,17.33,24,6,66.7,683267.4,0.2,760260.82,0.1,50,12,8.67,35.3,8.67,13.3,10,52.9,10.67,39,259.34,4.7,361438.16,0.2,25.33,16.4,142553.37,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,130SMPL.d,,12/5/2021 5:46,Sample,,wtc1_3_50-30,,2223.53,1.7,,,229.33,1.3,53.33,21.7,10813150,0.3,466.01,8.4,38.67,26,26.67,57.3,20,20,10,52.9,4968455.83,1.2,5515982.83,0.4,226.67,12,10,20,6,66.7,10,40,7.33,56.8,1811.48,1.2,3086938.92,0.3,141.33,11.4,143556.99,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,131SMPL.d,,12/5/2021 5:51,Sample,,cal check 25 #3,,693939.58,0.6,,,1610512.17,1,30,66.7,2062893.08,0.3,1981347.71,0.5,2415064.58,1,635536.69,0.5,421321.74,0.4,365824,0.5,1268589.21,0.7,1423274.35,0.9,442045.83,0.1,2780795.67,0.6,658568.02,0.2,2745462.25,0.7,903117.31,0.4,2849316,1,623957.5,0.2,2904292.83,1.3,149127.44,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,132SMPL.d,,12/5/2021 5:56,Sample,,blank,,7027.17,0.4,,,53.33,5.7,50,20,116,9.1,122.67,13.9,60.67,19.9,33.33,45.8,9.33,96.6,14,0,69.33,10.9,46.67,44.6,8.67,26.6,61.33,30.1,22,47.2,67.33,15,16.67,6.9,70.67,21.2,42.67,42.5,71.33,35.1,147266.14,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,133SMPL.d,,12/5/2021 6:01,Sample,,wtc2_1_10-30,,2754.96,0.5,,,157.33,12.5,53.33,39,4301353.17,0.9,263.34,0.9,45.33,21.8,43.33,13.3,17.33,17.6,6.67,17.3,1467374.33,1.5,1626096.07,0.2,93.33,8.7,20.67,20.1,11.33,44.4,32,10.8,14.67,55.1,530.01,9.8,1090075.91,0.5,81.33,8.6,146640.41,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,134SMPL.d,,12/5/2021 6:06,Sample,,wtc2_1_10-60,,2317.55,3.8,,,191.33,4.2,53.33,65.8,17661865.33,0.9,408.68,13.1,51.33,23.5,16.67,34.6,14.67,41.7,5.33,57.3,7950773.5,0.3,8843824.24,0.8,363.34,7.1,14.67,56.8,8,43.3,14.67,47.9,8,75,2809.66,2.7,5701933.17,0.9,252.67,10.1,147689.6,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,135SMPL.d,,12/5/2021 6:11,Sample,,wtc2_1_50-10,,2355.55,2.3,,,210,4.9,56.67,66.8,2004876.92,1.3,269.34,2.1,36,16.7,23.33,65.5,27.33,23.5,5.33,86.6,677412.36,0.3,755261.06,0.3,42,14.3,9.33,12.4,10,20,14,24.7,11.33,40.8,251.33,13.6,355835.24,0.3,19.33,15.8,141335.84,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,136SMPL.d,,12/5/2021 6:17,Sample,,wtc2_1_50-30,,2344.22,4.7,,,192.67,15.1,30,33.3,10873701,0.9,463.34,5.3,43.33,26.6,36.67,95.8,16,21.7,5.33,57.3,5179139.5,1.4,5730063.04,0.6,213.33,3.8,7.33,78.7,8.67,58.1,8,43.3,7.33,15.7,1868.82,4,3211464.67,1.6,140,12.2,142791.53,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,137SMPL.d,,12/5/2021 6:22,Sample,,wtc2_2_10-30,,2212.2,4.3,,,132,6.6,40,66.1,3984880.75,1.1,148.67,8.1,29.33,27.6,16.67,34.6,12.67,24.1,5.33,86.6,1346833.13,1.1,1504212.22,1,88,18.6,5.33,94.4,9.33,44.6,5.33,43.3,11.33,83.4,505.35,6,938228.15,0.1,45.33,6.7,147776.68,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,138SMPL.d,,12/5/2021 6:27,Sample,,wtc2_2_10-60,,2106.18,3.7,,,202,2,46.67,81.1,17284758,0.4,353.34,6.8,33.33,3.5,13.33,114.6,12.67,24.1,4.67,24.7,7812454.17,0.6,8695908.83,0.4,339.34,5.1,2.67,114.6,10,34.6,6,33.3,8,100,2751.65,3.7,5477952.33,0.4,237.33,11.4,146772.45,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,139SMPL.d,,12/5/2021 6:32,Sample,,wtc2_2_50-10,,2240.2,1.3,,,128,23.1,43.33,58.1,2072446,0.6,208,4.2,26.67,17.3,30,33.3,12.67,45.6,6,33.3,690776.81,0.5,769618.14,0.6,34,31.1,7.33,15.7,0.67,173.2,6,57.7,4,0,260,7.3,349500.09,0.3,18,29.4,142980.57,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,140SMPL.d,,12/5/2021 6:37,Sample,,wtc2_2_50-30,,2246.87,3.7,,,166.67,4.5,60,57.7,10662247.33,0.3,423.34,5.2,38,15.8,16.67,69.3,17.33,26.6,6,0,4915851,0.7,5424912.84,0.9,218.67,7.4,8,25,7.33,56.8,6.67,45.8,6,33.3,1764.13,3.4,3004552.67,0.4,141.33,7.8,142444.38,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,141SMPL.d,,12/5/2021 6:42,Sample,,wtc2_3_10-30,,2054.17,1.9,,,130,7.7,53.33,10.8,4223441.17,0.8,142.67,6.6,38,18.2,10,0,10,20,4,86.6,1439920.96,1.1,1589714.09,0.5,87.33,1.3,1.33,86.6,9.33,32.7,7.33,68.6,7.33,83.3,507.35,13,1015127.87,0.1,42,4.8,147431.26,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,142SMPL.d,,12/5/2021 6:47,Sample,,wtc2_3_10-60,,2082.17,0.5,,,157.33,11.8,33.33,17.3,17192428,0.5,318.68,12.6,20.67,24.4,13.33,86.6,5.33,43.3,4.67,65.5,7762686.67,0.9,8624643,0.7,346.68,2.3,5.33,78.1,6.67,96.4,10,20,6.67,17.3,2864.34,4.6,5492633.67,0.3,239.33,6.4,146364.98,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,143SMPL.d,,12/5/2021 6:52,Sample,,cal check 50 #3,,1503303.79,1.1,,,3236007.75,0.4,46.67,32.7,4142407.33,0.5,3983460.08,1.1,4814056.67,0.8,1356913.63,1.5,865091.23,0.4,749641.91,0.2,2592456.5,1.5,2875684.96,0.3,909117.29,0.4,5519047.33,0.5,1404142.29,0.5,5531555.5,0.5,1918097.96,0.6,5742175,0.9,1324821,1.6,5838609.83,0.1,148938.01,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,144SMPL.d,,12/5/2021 6:57,Sample,,blank,,7786.26,1.9,,,72.67,13.6,43.33,26.6,195.33,10.9,146.67,13.9,92,14.3,20,50,18,22.2,18.67,22.3,69.33,18.3,113.34,10.2,18,33.3,95.33,3.2,24.67,16.9,101.33,16.1,35.33,26.1,92,5.8,50.67,23.1,106.67,13.8,145894.94,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,145SMPL.d,,12/5/2021 7:02,Sample,,wtc2_3_50-10,,2841.65,2.4,,,130.67,13.8,43.33,26.6,1760285.25,1,176,11.5,60,14.5,26.67,57.3,21.33,21.7,4.67,49.5,597175.37,0.3,663836.55,0.3,35.33,37.7,34,15.6,12,33.3,42.67,22.2,18,11.1,258,3.9,305115.76,0.6,48,16.7,141769.16,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,146SMPL.d,,12/5/2021 7:07,Sample,,wtc2_3_50-30,,2478.91,3,,,142,18.9,33.33,62.4,10368013.33,0.4,387.34,1.1,38,34.5,20,100,18,40.1,4,0,4809088,0.6,5366936.38,0.7,212,7.5,12,57.7,9.33,24.7,24.67,28.5,10.67,10.8,1747.47,7.2,2994094,1.1,145.33,8.7,141184.07,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,147SMPL.d,,12/5/2021 7:12,Sample,,qwt_1_10-30,,2220.2,6.3,,,136.67,25.7,40,66.1,5452650,1,147.33,9.2,40,21.8,20,50,20.67,14.8,4,0,2018993.71,0.9,2245208.46,0.2,115.33,8.6,4.67,49.5,10,20,12.67,24.1,10.67,28.6,663.35,2.3,1530611.04,0.5,78,15.6,145756.58,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,148SMPL.d,,12/5/2021 7:17,Sample,,qwt_1_10-60,,2196.86,2.2,,,198,13.2,66.67,43.3,18780100.67,1.1,334.68,5.4,32.67,31.4,26.67,57.3,15.33,32.8,6.67,62.4,8791816.33,1.1,9660321.53,0.2,360.68,2.5,10,0,6,57.7,10,34.6,8,25,3195.09,2.4,6290412.83,0.9,284.01,6.7,147293.86,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,149SMPL.d,,12/5/2021 7:22,Sample,,qwt_1_50-10,,2278.21,1.2,,,117.33,16.4,26.67,57.3,3224235.75,0.6,252.67,7.5,44.67,25.9,16.67,69.3,17.33,46.6,8.67,13.3,1290317.92,1.2,1429722.9,1.3,71.33,1.6,5.33,57.3,6.67,62.4,2,100,6,115.5,448.01,4.5,614943.79,0.2,29.33,14.2,140827.23,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,150SMPL.d,,12/5/2021 7:27,Sample,,qwt_1_50-30,,2324.88,5,,,184.67,14.8,53.33,10.8,11614164.67,1,408.68,4.9,32.67,9.4,33.33,17.3,19.33,39.2,3.33,69.3,5776426.83,0.7,6400364.07,0.4,250,11.3,6.67,45.8,11.33,36.7,4,100,7.33,15.7,2093.52,0.9,3524021.5,0.5,136,20.4,142262.87,0.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,151SMPL.d,,12/5/2021 7:33,Sample,,qwt_2_10-30,,2028.17,6.8,,,129.33,3.2,70,14.3,6522383.33,1.2,162.67,3.1,30.67,21,30,57.7,14,28.6,5.33,57.3,2590863.83,1.1,2876377.98,1.7,128,11.8,23.33,13.1,7.33,63,12,16.7,6,33.3,926.04,4.8,1902184.17,1.4,79.33,6.3,145561.04,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,152SMPL.d,,12/5/2021 7:38,Sample,,qwt_2_10-60,,2110.18,1.9,,,211.33,6.3,43.33,70.5,19696590,1,374.01,7,32.67,9.4,16.67,91.7,16,33.1,5.33,78.1,9614769,0.5,10680193.59,0.8,360.68,13.8,14,37.8,10.67,10.8,15.33,52.7,12,72.6,3355.14,0.1,6663017.83,0.4,295.34,4.1,146525.36,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,153SMPL.d,,12/5/2021 7:43,Sample,,qwt_2_50-10,,2184.19,1.1,,,171.33,16.9,70,14.3,3204149.92,0.4,275.34,5.2,105.33,27.7,36.67,31.5,28,12.4,17.33,13.3,1262245.04,0.8,1431775.4,1,85.33,7.5,94,31.3,33.33,44.2,82.67,35.3,34.67,29.6,540.68,11.7,605370.83,0.7,138.67,27.1,140631.66,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,154SMPL.d,,12/5/2021 7:48,Sample,,qwt_2_50-30,,2166.19,5.2,,,169.33,15.4,46.67,12.4,11754476.33,0.9,447.34,9.4,104.67,28.7,40,25,28,31.1,16,45.1,5845423.5,0.2,6453566.78,0.4,238,4.4,106,28.2,37.33,52.9,98,25.6,32.67,52.8,2112.2,2.6,3508511.92,0.7,247.33,5.8,141620.87,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,155SMPL.d,,12/5/2021 7:53,Sample,,cal check 100 #3,,2977430.75,1.8,,,6178425.83,0.5,33.33,62.4,8016814,1.2,7625211,0.4,9368330.33,0.3,2638955.64,0.8,1758140.58,0.5,1516332.33,0.8,4977658.17,1.1,5466283.88,0.3,1858076.33,0.6,10766485.33,0.7,2734737.5,1.6,10666441,1.2,3707150.25,0.8,11087404,0.6,2587230.92,1.1,11283369.33,0.4,148720.15,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.204852 is below the allowed minimum = 0.950000,FALSE,156SMPL.d,,12/5/2021 7:57,Sample,,blank,,8509.35,2.5,,,188.67,20.7,46.67,32.7,890.04,24.8,254.67,14.3,239.33,4.1,103.34,14.8,50,31.2,42.67,25.8,433.34,15.6,503.37,18.5,39.33,14.7,277.34,22.2,58.67,22.7,254.67,7,76,36.8,241.34,12.9,261.34,22.3,268.01,16.6,146044.18,0.2
